responseid,imp_accept,other_accept,self_accept,r10panelpad,opinion_ban,opinion_strength,video_mobile,video_ended,video_error,video_paused,video_played,video_timespent,video_report,r10pad4_comment,fairness,accept,trust,check_outcome,check_politician,r10pad1_9_backward_1,r10pad1_9_backward_2,r10pad1_9_backward_3,r10pad1_9_backward_4,r10pad1_9_backward_5,r10pad1_9_backward_6,r10pad1_9_backward_7,r10pad1_9_backward_8,video,treatment,favorability,mcheck_favorability,imp_accept2,other_accept2,self_accept2,opinion_strength2
1005613,4,5,4,1,Pro,4,1,NA,NA,NA,NA,113,1,,4,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Important
1005644,3,3,3,1,Pro,3,1,NA,NA,NA,NA,95,1,,4,3,3,2,1,NA,1,1,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1005680,4,3,4,1,Pro,3,1,NA,NA,NA,NA,128,1,,4,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Important,Low degree,High degree,Not important
1005726,3,3,2,1,Pro,5,1,NA,NA,NA,NA,108,1,,1,1,1,2,1,1,NA,1,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Not important,Low degree,Low degree,Important
1005749,3,5,5,1,Pro,4,0,1,NA,NA,1,144,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Not important,High degree,High degree,Important
1005777,3,5,3,1,Pro,5,0,1,NA,2,2,108,1,,5,2,4,2,2,NA,NA,1,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Not important,High degree,Low degree,Important
1005815,4,4,4,1,Pro,2,1,NA,NA,NA,NA,120,1,,5,5,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1005830,4,4,4,1,Pro,5,0,1,NA,NA,1,154,3,,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Important
1005835,3,3,3,1,Pro,2,0,NA,2,NA,NA,198,1,,4,5,4,1,2,NA,1,1,NA,NA,NA,1,1,video_proban_treat,Winner,Favorable,Correct,Not important,Low degree,Low degree,Not important
1005877,3,3,3,1,Pro,5,0,1,NA,NA,1,117,1,,5,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Not important,Low degree,Low degree,Important
1005900,4,3,4,1,Pro,3,0,1,NA,1,1,147,3,,4,4,3,2,1,NA,NA,1,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,Low degree,High degree,Not important
1005913,4,4,4,1,Pro,4,0,1,NA,NA,1,120,1,,4,NA,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Important
1005923,5,4,4,1,Pro,4,1,NA,NA,NA,NA,103,1,,3,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Important
1005986,4,3,4,1,Pro,3,1,NA,NA,NA,NA,104,1,,3,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Important,Low degree,High degree,Not important
1006007,5,NA,5,1,Pro,5,0,1,NA,1,1,124,1,,4,NA,3,2,2,NA,NA,NA,NA,1,NA,NA,1,video_proban_treat,General Prime,Unfavorable,Correct,Important,NA,High degree,Important
1006051,3,3,2,1,Pro,2,1,NA,NA,NA,NA,163,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,1,NA,video_proban_treat,Not shown,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1006076,4,3,4,1,Pro,2,1,NA,NA,NA,NA,104,1,,4,5,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,Low degree,High degree,Not important
1006113,5,2,4,1,Pro,3,1,NA,NA,NA,NA,104,1,,3,3,2,1,2,1,1,1,1,1,1,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,Low degree,High degree,Not important
1006115,3,3,4,1,Pro,3,0,1,NA,3,2,113,1,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Not important,Low degree,High degree,Not important
1006122,4,3,4,1,Pro,4,0,1,NA,1,1,83,1,,5,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,Low degree,High degree,Important
1006124,4,4,4,1,Pro,4,1,NA,NA,NA,NA,96,1,,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,High degree,High degree,Important
1006187,3,4,3,1,Pro,4,0,1,NA,1,1,141,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Not important,High degree,Low degree,Important
1006191,4,5,3,1,Pro,NA,0,1,NA,1,1,96,3,,4,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,High degree,Low degree,NA
1006244,NA,NA,NA,1,Pro,4,0,1,NA,1,2,92,1,,4,4,3,2,1,NA,NA,NA,NA,1,1,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,NA,NA,NA,Important
1006255,4,2,4,1,Pro,4,0,1,NA,NA,1,135,1,,4,NA,3,2,1,NA,1,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,Low degree,High degree,Important
1006260,4,3,4,1,Pro,2,0,1,NA,1,1,95,1,,4,5,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,Low degree,High degree,Not important
1006270,5,4,5,1,Pro,4,0,1,NA,1,2,158,1,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,1,NA,video_proban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Important
1006322,4,4,4,1,Pro,3,0,1,NA,1,1,109,1,,4,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1006328,NA,4,4,1,Pro,2,1,NA,NA,NA,NA,111,3,,3,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,NA,High degree,High degree,Not important
1006336,4,4,5,1,Pro,4,0,1,NA,1,3,110,1,,5,NA,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,High degree,High degree,Important
1006347,3,2,3,1,Pro,3,0,1,NA,1,1,112,1,,4,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1006360,4,3,4,1,Pro,2,1,NA,NA,NA,NA,117,1,,4,4,4,2,2,1,1,1,1,1,1,1,1,video_proban_treat,Not shown,Unfavorable,Correct,Important,Low degree,High degree,Not important
1006390,3,4,4,1,Pro,3,0,1,NA,1,1,118,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Not important,High degree,High degree,Not important
1006391,5,4,5,1,Pro,3,0,2,NA,2,2,122,1,,5,5,4,2,1,1,1,1,1,1,1,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1006401,5,3,4,1,Pro,2,0,1,NA,NA,3,248,1,,5,5,4,2,1,NA,NA,NA,NA,NA,NA,1,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,Low degree,High degree,Not important
1006422,3,3,2,1,Pro,3,1,NA,NA,NA,NA,107,1,,3,2,2,2,1,1,1,1,1,1,1,NA,1,video_proban_treat,Lamenting politician,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1006431,4,4,4,1,Pro,3,0,1,NA,1,1,122,1,,5,4,3,2,1,NA,1,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1006447,3,4,4,1,Pro,4,0,1,NA,NA,1,120,1,,2,2,2,2,2,NA,NA,1,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Not important,High degree,High degree,Important
1006518,4,3,4,1,Pro,4,0,1,NA,1,1,106,1,,5,NA,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Important,Low degree,High degree,Important
1006658,3,3,3,1,Pro,3,0,3,NA,7,7,108,1,,4,4,3,2,1,1,1,1,1,1,1,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1006666,5,3,4,1,Pro,2,0,1,NA,NA,1,103,3,,4,NA,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,Low degree,High degree,Not important
1006694,5,4,5,1,Pro,2,1,NA,NA,NA,NA,113,1,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,High degree,High degree,Not important
1006697,4,5,5,1,Pro,4,0,1,NA,1,1,112,1,,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Important
1006743,4,4,4,1,Pro,3,0,1,NA,1,1,116,1,,3,4,4,2,2,NA,1,1,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1006749,4,4,3,1,Pro,2,0,1,NA,1,1,125,1,,5,5,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,High degree,Low degree,Not important
1006762,4,5,4,1,Pro,3,0,1,NA,1,1,121,1,,5,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1006771,4,3,3,1,Pro,2,0,1,NA,1,1,145,1,,5,5,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,Low degree,Low degree,Not important
1006813,4,3,4,1,Pro,4,0,2,NA,2,2,250,1,,5,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,Low degree,High degree,Important
1006824,4,4,NA,1,Pro,2,1,NA,NA,NA,NA,133,1,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,High degree,NA,Not important
1006827,5,4,3,1,Pro,3,0,1,NA,1,1,96,1,,4,4,4,2,NA,NA,1,NA,NA,NA,NA,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,Low degree,Not important
1006830,4,3,4,1,Pro,3,0,2,NA,2,2,238,1,,4,3,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,Low degree,High degree,Not important
1006853,3,4,4,1,Pro,3,0,1,NA,1,1,107,1,,4,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Not important,High degree,High degree,Not important
1006866,4,3,4,1,Pro,4,1,NA,NA,NA,NA,110,1,,4,3,3,2,1,NA,NA,1,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,Low degree,High degree,Important
1006871,4,3,3,1,Pro,3,0,3,NA,4,4,230,1,,4,4,3,1,2,1,1,1,1,1,1,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,Low degree,Low degree,Not important
1006922,3,3,3,1,Pro,3,0,1,NA,1,1,138,1,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1006943,4,4,4,1,Pro,2,1,NA,NA,NA,NA,99,1,,4,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Not important
1006953,3,NA,3,1,Pro,4,0,NA,NA,NA,1,102,3,,4,4,2,2,2,NA,NA,1,NA,NA,NA,NA,1,video_proban_treat,General Prime,Unfavorable,Correct,Not important,NA,Low degree,Important
1006957,4,4,4,1,Pro,5,0,1,NA,2,2,104,1,,5,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Important
1006973,5,4,5,1,Pro,5,0,1,NA,NA,2,125,1,,5,1,4,2,2,NA,1,NA,1,1,1,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,High degree,High degree,Important
1007005,4,NA,4,1,Pro,3,0,1,NA,1,1,120,1,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,NA,High degree,Not important
1007022,3,4,4,1,Pro,2,0,1,NA,1,1,90,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Not important,High degree,High degree,Not important
1007062,4,4,4,1,Pro,2,0,1,NA,1,1,122,3,,5,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1007178,1,5,2,1,Pro,1,1,NA,NA,NA,NA,112,1,,4,4,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Not important,High degree,Low degree,Not important
1007203,4,3,3,1,Pro,2,1,NA,NA,NA,NA,114,1,,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,Low degree,Low degree,Not important
1007237,5,5,4,1,Pro,3,0,2,NA,NA,2,163,1,,4,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1007274,4,3,4,1,Pro,2,0,1,NA,2,2,134,3,,5,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,Low degree,High degree,Not important
1007300,4,4,4,1,Pro,3,1,NA,NA,NA,NA,109,1,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1007302,4,4,4,1,Pro,3,0,1,NA,1,1,180,1,,5,4,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1007437,3,4,4,1,Pro,2,0,1,NA,1,2,124,1,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Not important,High degree,High degree,Not important
1007485,4,3,4,1,Pro,2,0,1,NA,1,1,96,3,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,Low degree,High degree,Not important
1007564,4,4,3,1,Pro,4,0,1,NA,1,1,150,1,,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,High degree,Low degree,Important
1007581,4,4,4,1,Pro,4,1,NA,NA,NA,NA,115,1,,5,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Important
1007589,4,3,3,1,Pro,2,0,2,NA,2,2,215,1,,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,Low degree,Low degree,Not important
1007652,4,4,3,1,Pro,2,1,NA,NA,NA,NA,181,1,,5,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,High degree,Low degree,Not important
1007668,4,4,4,1,Pro,2,0,1,NA,1,1,95,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Not important
1007687,3,4,4,1,Pro,3,0,1,NA,1,2,86,1,,4,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Not important,High degree,High degree,Not important
1007694,4,3,4,1,Pro,4,0,1,NA,NA,1,101,1,,4,5,4,1,2,1,1,1,1,1,1,1,1,video_proban_treat,Winner,Favorable,Correct,Important,Low degree,High degree,Important
1007707,3,3,3,1,Pro,3,0,2,NA,3,3,105,3,,3,4,3,2,2,NA,NA,1,NA,1,1,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1007756,4,3,4,1,Pro,3,0,1,NA,1,1,117,1,,5,5,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,Low degree,High degree,Not important
1007774,4,3,4,1,Pro,5,0,1,NA,NA,1,96,1,,5,NA,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,Low degree,High degree,Important
1007789,2,3,3,1,Pro,2,1,NA,NA,NA,NA,118,1,,5,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1007792,2,1,3,1,Pro,4,1,NA,NA,NA,NA,93,1,,4,2,3,2,2,NA,NA,NA,NA,NA,1,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Not important,Low degree,Low degree,Important
1007807,4,2,4,1,Pro,2,1,NA,NA,NA,NA,181,1,,4,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,Low degree,High degree,Not important
1007819,3,2,2,1,Pro,1,1,NA,NA,NA,NA,109,3,,5,4,1,2,1,NA,NA,1,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1007821,3,3,4,1,Pro,5,0,1,NA,1,1,95,1,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Not important,Low degree,High degree,Important
1007827,5,4,4,1,Pro,4,0,1,NA,NA,1,91,1,,5,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Important
1007829,4,NA,4,1,Pro,4,1,NA,NA,NA,NA,87,1,,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,NA,High degree,Important
1007848,3,4,4,1,Pro,1,0,1,NA,1,1,86,1,,3,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Not important,High degree,High degree,Not important
1007853,NA,NA,NA,1,Pro,2,1,NA,NA,NA,NA,107,1,,4,5,4,2,2,NA,NA,1,NA,NA,NA,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,NA,NA,NA,Not important
1007939,4,5,4,1,Pro,3,0,1,NA,1,1,108,1,,4,NA,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1007947,4,4,4,1,Pro,2,0,1,NA,NA,1,114,3,,4,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1007960,4,3,3,1,Pro,2,0,1,NA,1,1,94,1,,5,NA,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,Low degree,Low degree,Not important
1007963,3,3,3,1,Pro,4,0,1,NA,NA,1,115,1,,4,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Not important,Low degree,Low degree,Important
1008006,4,NA,4,1,Pro,3,0,1,NA,NA,1,126,1,,4,4,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,NA,High degree,Not important
1008032,4,4,4,1,Pro,2,0,1,NA,1,1,110,1,,4,4,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1008035,3,3,3,1,Pro,3,0,1,NA,1,1,90,1,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Not important,Low degree,Low degree,Not important
1008050,4,4,4,1,Pro,4,0,1,NA,1,1,114,1,,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Important
1008076,4,4,4,1,Pro,3,0,1,NA,NA,1,92,1,,4,5,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1008097,3,3,3,1,Pro,3,0,1,NA,1,1,116,1,,4,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1008112,NA,NA,NA,1,Pro,4,1,NA,NA,NA,NA,94,1,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,NA,NA,NA,Important
1008145,3,4,3,1,Pro,4,1,NA,NA,NA,NA,87,1,,5,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Not important,High degree,Low degree,Important
1008157,3,3,3,1,Pro,3,1,NA,NA,NA,NA,105,1,,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1008237,4,3,3,1,Pro,4,1,NA,NA,NA,NA,115,1,,4,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,Low degree,Low degree,Important
1008274,5,4,4,1,Pro,4,1,NA,NA,NA,NA,126,1,,5,4,3,2,1,NA,NA,NA,NA,NA,NA,1,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Important
1008290,3,3,3,1,Pro,3,0,2,NA,2,3,105,1,,4,4,3,1,2,NA,NA,NA,NA,1,1,NA,NA,video_proban_treat,Winner,Favorable,Correct,Not important,Low degree,Low degree,Not important
1008299,4,4,4,1,Pro,2,0,2,NA,NA,2,100,1,,4,4,4,2,1,1,1,1,1,1,1,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Not important
1008319,4,4,3,1,Pro,4,0,2,NA,3,3,94,1,,4,4,4,1,2,1,1,1,1,1,1,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,High degree,Low degree,Important
1008320,4,3,4,1,Pro,4,1,NA,NA,NA,NA,86,1,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,Low degree,High degree,Important
1008356,4,5,4,1,Pro,2,0,1,NA,1,1,113,1,,4,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1008357,4,4,4,1,Pro,5,0,1,NA,1,1,110,1,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Important
1008369,NA,NA,NA,1,Pro,2,0,1,NA,1,3,117,1,,4,4,4,2,1,NA,1,1,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,NA,NA,NA,Not important
1008382,4,4,4,1,Pro,2,0,1,NA,1,1,104,1,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Not important
1008384,5,4,5,1,Pro,2,0,1,NA,3,2,175,3,,5,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,High degree,High degree,Not important
1008406,5,3,4,1,Pro,2,0,1,NA,1,1,126,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,Low degree,High degree,Not important
1008427,5,4,4,1,Pro,3,0,1,NA,1,1,115,1,,5,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1008465,5,4,4,1,Pro,3,0,1,NA,2,2,177,3,,4,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1008484,3,3,3,1,Pro,2,0,1,NA,1,1,85,1,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,1,video_proban_treat,Winner,Favorable,Correct,Not important,Low degree,Low degree,Not important
1008504,4,4,4,1,Pro,1,0,1,NA,1,1,116,1,,5,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1008509,4,4,4,1,Pro,2,0,2,NA,2,2,114,1,,4,4,4,2,1,1,1,1,1,1,1,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1008541,4,3,4,1,Pro,3,0,1,NA,1,1,113,1,,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,Low degree,High degree,Not important
1008547,4,3,4,1,Pro,2,0,1,NA,1,1,119,1,,5,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,Low degree,High degree,Not important
1008552,4,4,5,1,Pro,4,0,1,NA,2,2,128,1,,5,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,High degree,High degree,Important
1008556,4,3,4,1,Pro,4,0,1,NA,1,1,103,3,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,Low degree,High degree,Important
1008568,4,3,4,1,Pro,3,0,1,NA,1,6,106,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,Low degree,High degree,Not important
1008594,4,4,4,1,Pro,2,0,1,NA,1,1,105,1,,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Not important
1008598,4,4,4,1,Pro,4,1,NA,NA,NA,NA,126,1,,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,High degree,High degree,Important
1008616,4,4,3,1,Pro,4,0,1,NA,NA,1,148,1,,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,High degree,Low degree,Important
