"","responseid","r13pad1","r13pad2","r13pad3","r13pad4","r13pad5_avsender","r13pad5_sak","r13pad5_utfall","r13pad5_vinner","r13pad5_vinnermargin","r13pad6_ran","r13pad6a","r13pad6b","r13pad7a","r13pad7b","r13pad8a","r13pad8b","Scale_time","time","median"
"722",1005174,2,5,2,3,2,1,2,2,1,2,98,3,98,3,98,1,"timeTracker2_R13PAD6B",149,88
"723",1005176,1,1,2,1,4,2,2,1,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",74,88
"724",1005177,2,3,2,1,2,1,2,2,3,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",97,88
"725",1005207,2,3,2,3,2,1,1,1,3,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",103,88
"726",1005214,2,4,1,3,2,2,2,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",59,88
"727",1005215,1,4,2,4,4,1,1,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",153,88
"728",1005219,2,2,2,3,2,2,2,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",106,88
"729",1005223,1,3,2,1,1,1,1,2,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",69,88
"730",1005224,1,4,1,3,5,1,2,1,2,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",46,88
"731",1005228,1,4,2,1,6,2,1,1,3,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",69,88
"732",1005229,1,4,2,2,6,1,1,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",48,88
"733",1005234,2,3,1,3,5,2,1,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",45,88
"734",1005239,1,2,2,2,7,1,1,2,3,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",120,88
"735",1005249,2,3,1,4,2,1,2,1,1,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",91,88
"736",1005272,97,97,2,4,1,1,1,1,1,2,98,97,98,97,98,97,"timeTracker2_R13PAD6B",46,88
"737",1005274,1,5,2,2,6,1,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",33,88
"738",1005291,1,4,2,4,7,1,2,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",58,88
"739",1005298,1,3,1,4,2,1,2,2,2,2,98,1,98,2,98,2,"timeTracker2_R13PAD6B",197,88
"740",1005302,2,4,2,1,2,1,2,1,2,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",64,88
"741",1005316,1,2,1,2,2,1,2,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",95,88
"742",1005339,1,4,2,3,5,1,2,2,3,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",65,88
"743",1005340,2,4,2,3,3,1,1,1,1,1,1,98,3,98,2,98,"timeTracker2_R13PAD6A",68,88
"744",1005347,2,4,1,4,4,2,1,2,2,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",162,88
"745",1005353,1,3,2,3,4,1,2,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",45,88
"746",1005358,2,3,1,3,4,2,2,1,1,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",54,88
"747",1005361,2,4,1,4,6,1,2,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",90,88
"748",1005366,1,3,2,1,7,2,1,2,1,2,98,4,98,5,98,4,"timeTracker2_R13PAD6B",97,88
"749",1005368,2,4,1,3,3,2,1,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",55,88
"750",1005369,2,3,1,4,5,1,1,1,3,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",101,88
"751",1005406,1,4,2,3,7,2,2,2,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",78,88
"752",1005412,1,2,2,1,3,1,1,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",49,88
"753",1005414,1,3,2,2,7,2,2,2,1,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",261,88
"754",1005447,1,5,2,1,2,2,1,1,2,1,2,98,5,98,4,98,"timeTracker2_R13PAD6A",47,88
"755",1005471,2,5,1,4,6,2,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",83,88
"756",1005477,1,4,2,1,1,1,2,2,2,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",88,88
"757",1005482,2,3,1,3,3,1,2,2,1,1,3,98,2,98,2,98,"timeTracker2_R13PAD6A",63,88
"758",1005516,1,3,2,1,4,1,1,1,2,1,5,98,5,98,5,98,"timeTracker2_R13PAD6A",39,88
"759",1005518,2,3,2,2,3,1,1,2,2,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",116,88
"760",1005525,1,3,2,3,3,2,1,1,2,2,98,1,98,5,98,1,"timeTracker2_R13PAD6B",119,88
"761",1005531,2,4,1,2,1,2,1,1,3,1,2,98,97,98,2,98,"timeTracker2_R13PAD6A",72,88
"762",1005532,2,5,2,5,2,2,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",216,88
"763",1005539,2,4,2,2,7,1,2,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",139,88
"764",1005548,2,4,2,3,4,2,2,2,3,1,1,98,3,98,1,98,"timeTracker2_R13PAD6A",77,88
"765",1005549,1,3,2,3,4,1,2,2,1,2,98,3,98,3,98,2,"timeTracker2_R13PAD6B",90,88
"766",1005553,97,4,2,4,6,1,2,1,3,2,98,97,98,97,98,97,"timeTracker2_R13PAD6B",22,88
"767",1005558,1,4,2,3,1,1,2,1,1,1,2,98,1,98,2,98,"timeTracker2_R13PAD6A",77,88
"768",1005559,2,3,2,5,6,2,2,1,1,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",48,88
"769",1005565,1,3,2,5,7,1,1,1,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",1006934,88
"770",1005589,2,4,2,4,4,2,2,1,1,2,98,3,98,3,98,2,"timeTracker2_R13PAD6B",48,88
"771",1005597,2,3,1,3,3,2,1,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",148,88
"772",1005604,2,4,2,4,6,2,2,2,2,2,98,1,98,2,98,2,"timeTracker2_R13PAD6B",168,88
"773",1005609,1,3,2,3,1,2,2,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",67,88
"774",1005613,1,3,2,3,3,2,2,1,1,2,98,3,98,1,98,1,"timeTracker2_R13PAD6B",156,88
"775",1005625,2,4,2,2,3,1,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",75,88
"776",1005652,1,2,2,4,1,1,2,2,3,2,98,1,98,4,98,1,"timeTracker2_R13PAD6B",69,88
"777",1005661,1,3,2,1,5,2,2,2,3,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",50,88
"778",1005679,2,5,1,2,7,1,2,2,3,2,98,2,98,2,98,3,"timeTracker2_R13PAD6B",48,88
"779",1005698,2,2,2,4,4,1,2,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",51,88
"780",1005702,1,1,2,4,5,2,2,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",184,88
"781",1005715,2,2,1,3,7,1,1,2,2,1,2,98,2,98,3,98,"timeTracker2_R13PAD6A",98,88
"782",1005725,2,3,2,5,3,2,1,2,2,2,98,1,98,5,98,4,"timeTracker2_R13PAD6B",242,88
"783",1005726,1,1,2,1,3,2,1,1,2,1,4,98,5,98,5,98,"timeTracker2_R13PAD6A",90,88
"784",1005727,1,3,2,3,7,2,1,2,3,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",175,88
"785",1005733,1,3,2,5,4,1,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",87,88
"786",1005749,1,4,2,3,6,1,2,2,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",88,88
"787",1005759,97,5,2,2,7,2,1,1,1,1,2,98,2,98,3,98,"timeTracker2_R13PAD6A",162,88
"788",1005763,1,2,2,2,1,1,2,2,2,1,3,98,3,98,4,98,"timeTracker2_R13PAD6A",2519,88
"789",1005777,1,1,2,1,5,1,2,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",92,88
"790",1005780,1,4,2,5,2,2,2,2,1,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",40,88
"791",1005787,2,5,2,4,6,2,1,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",104,88
"792",1005795,1,4,2,4,1,1,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",47,88
"793",1005801,1,4,1,3,3,1,2,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",87,88
"794",1005846,1,4,2,3,5,1,2,2,2,2,98,2,98,1,98,1,"timeTracker2_R13PAD6B",184,88
"795",1005848,1,4,2,4,6,2,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",116,88
"796",1005850,2,1,2,1,5,1,2,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",123,88
"797",1005853,2,3,1,4,7,2,1,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",61,88
"798",1005864,1,3,2,2,2,2,1,2,3,2,98,4,98,4,98,4,"timeTracker2_R13PAD6B",82,88
"799",1005877,1,1,2,1,2,2,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",122,88
"800",1005917,2,4,2,4,6,2,1,1,3,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",119,88
"801",1005923,2,3,2,2,6,2,1,1,3,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",85,88
"802",1005925,2,3,2,3,2,2,1,2,2,1,2,98,2,98,3,98,"timeTracker2_R13PAD6A",47,88
"803",1005953,2,3,2,2,6,2,2,2,3,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",124,88
"804",1005963,2,2,1,2,3,2,2,2,2,1,1,98,5,98,1,98,"timeTracker2_R13PAD6A",68,88
"805",1005964,2,4,1,2,3,1,1,1,2,2,98,1,98,3,98,2,"timeTracker2_R13PAD6B",54,88
"806",1005981,2,3,1,4,4,2,1,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",44,88
"807",1005988,1,3,2,3,1,1,1,2,3,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",89,88
"808",1005992,1,2,2,5,6,2,2,2,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",92,88
"809",1006000,2,5,1,1,2,1,2,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",144,88
"810",1006010,1,4,2,1,2,2,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",68,88
"811",1006030,2,1,2,4,5,2,1,2,2,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",132,88
"812",1006031,2,4,2,2,4,1,2,2,1,1,2,98,2,98,4,98,"timeTracker2_R13PAD6A",113,88
"813",1006036,2,2,1,2,5,2,2,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",119,88
"814",1006041,1,3,2,1,5,2,2,2,2,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",72,88
"815",1006050,2,4,1,2,7,2,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",67,88
"816",1006055,2,3,2,3,1,1,2,1,2,2,98,4,98,4,98,2,"timeTracker2_R13PAD6B",90,88
"817",1006064,2,4,1,4,6,2,2,1,2,2,98,1,98,4,98,1,"timeTracker2_R13PAD6B",95,88
"818",1006072,2,3,2,4,5,1,1,1,3,1,2,98,4,98,4,98,"timeTracker2_R13PAD6A",230,88
"819",1006075,1,3,2,3,3,1,2,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",90,88
"820",1006076,1,4,2,3,3,2,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",205,88
"821",1006096,1,4,2,2,2,1,1,2,3,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",114,88
"822",1006100,1,2,2,1,7,2,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",58,88
"823",1006104,1,3,2,4,6,2,2,1,2,2,98,2,98,3,98,4,"timeTracker2_R13PAD6B",121,88
"824",1006115,2,2,2,5,6,2,2,2,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",70,88
"825",1006118,1,5,2,1,7,1,2,1,3,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",186,88
"826",1006122,1,2,2,2,6,2,1,1,2,2,98,1,98,5,98,5,"timeTracker2_R13PAD6B",111,88
"827",1006124,1,4,2,1,4,2,1,2,3,1,4,98,4,98,4,98,"timeTracker2_R13PAD6A",76,88
"828",1006126,1,3,2,2,5,1,2,1,3,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",60,88
"829",1006142,1,4,2,1,5,1,1,1,3,2,98,1,98,2,98,3,"timeTracker2_R13PAD6B",76,88
"830",1006145,1,3,2,2,6,2,1,2,1,2,98,2,98,4,98,2,"timeTracker2_R13PAD6B",148,88
"831",1006148,2,4,2,3,6,2,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",69,88
"832",1006149,2,4,2,3,3,2,2,1,2,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",56,88
"833",1006152,1,3,1,1,3,2,1,1,2,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",118,88
"834",1006168,1,4,2,2,3,1,1,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",63,88
"835",1006187,1,2,2,2,7,1,2,1,3,1,2,98,3,98,3,98,"timeTracker2_R13PAD6A",81,88
"836",1006191,1,4,2,1,3,2,2,2,2,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",66,88
"837",1006196,1,4,1,2,5,1,2,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",92,88
"838",1006209,1,2,2,1,7,2,2,1,3,2,98,2,98,1,98,1,"timeTracker2_R13PAD6B",62,88
"839",1006212,2,3,2,3,3,1,2,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",101,88
"840",1006219,2,4,1,4,2,2,2,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",64,88
"841",1006240,2,3,2,4,5,2,1,2,2,2,98,2,98,3,98,3,"timeTracker2_R13PAD6B",112,88
"842",1006243,1,5,2,5,7,1,1,1,1,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",44,88
"843",1006247,1,4,2,4,2,1,2,2,2,1,2,98,2,98,3,98,"timeTracker2_R13PAD6A",85,88
"844",1006248,2,4,2,2,6,2,2,2,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",70,88
"845",1006255,1,2,1,3,1,2,2,1,1,1,2,98,2,98,3,98,"timeTracker2_R13PAD6A",43,88
"846",1006256,1,4,1,5,1,2,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",66,88
"847",1006268,1,1,2,3,5,2,1,1,2,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",36,88
"848",1006270,1,3,2,5,2,1,1,2,1,1,1,98,2,98,1,98,"timeTracker2_R13PAD6A",61,88
"849",1006273,1,4,2,5,4,2,1,1,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",84,88
"850",1006291,1,2,2,2,2,1,1,1,1,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",60,88
"851",1006298,2,3,1,4,4,1,1,2,1,1,2,98,4,98,3,98,"timeTracker2_R13PAD6A",60,88
"852",1006304,2,3,1,4,5,2,2,2,3,1,2,98,3,98,3,98,"timeTracker2_R13PAD6A",223,88
"853",1006311,1,3,2,1,4,2,1,1,1,2,98,4,98,5,98,5,"timeTracker2_R13PAD6B",79,88
"854",1006338,2,3,2,3,6,2,1,1,2,1,4,98,3,98,2,98,"timeTracker2_R13PAD6A",40,88
"855",1006339,1,3,2,4,6,1,1,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",75,88
"856",1006342,1,4,1,4,1,1,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",41,88
"857",1006347,1,3,2,2,7,1,1,1,1,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",79,88
"858",1006358,1,3,2,1,6,2,1,1,1,1,4,98,5,98,5,98,"timeTracker2_R13PAD6A",104,88
"859",1006361,2,2,2,4,3,1,1,2,2,1,1,98,4,98,2,98,"timeTracker2_R13PAD6A",52,88
"860",1006370,1,1,2,2,6,1,1,2,1,1,4,98,4,98,4,98,"timeTracker2_R13PAD6A",70,88
"861",1006371,2,3,2,4,2,1,2,1,3,1,3,98,2,98,1,98,"timeTracker2_R13PAD6A",65,88
"862",1006373,1,3,2,1,1,1,2,2,3,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",480,88
"863",1006376,1,4,2,3,3,1,2,2,3,2,98,97,98,97,98,97,"timeTracker2_R13PAD6B",53,88
"864",1006381,2,4,2,1,4,2,1,2,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",156,88
"865",1006386,2,2,1,3,3,2,1,1,2,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",51,88
"866",1006391,1,3,2,3,1,2,1,2,1,1,4,98,4,98,3,98,"timeTracker2_R13PAD6A",132,88
"867",1006401,1,4,2,3,5,2,1,1,3,1,1,98,4,98,2,98,"timeTracker2_R13PAD6A",75,88
"868",1006409,1,4,2,4,4,1,2,2,2,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",57,88
"869",1006413,1,2,2,3,2,1,1,2,1,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",88,88
"870",1006422,1,3,2,1,6,1,1,1,3,1,4,98,4,98,4,98,"timeTracker2_R13PAD6A",62,88
"871",1006443,1,3,2,4,3,2,2,1,1,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",84,88
"872",1006449,1,4,2,2,4,1,1,2,2,1,3,98,2,98,2,98,"timeTracker2_R13PAD6A",96,88
"873",1006454,1,2,2,1,6,1,1,1,2,1,2,98,1,98,2,98,"timeTracker2_R13PAD6A",73,88
"874",1006460,2,3,2,3,2,2,1,2,1,1,3,98,4,98,3,98,"timeTracker2_R13PAD6A",62,88
"875",1006469,1,2,2,2,1,1,1,1,2,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",114,88
"876",1006471,1,2,2,5,6,2,2,2,1,2,98,3,98,4,98,3,"timeTracker2_R13PAD6B",75,88
"877",1006478,1,2,1,2,2,2,1,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",83,88
"878",1006483,2,4,2,3,5,2,1,2,3,2,98,1,98,2,98,2,"timeTracker2_R13PAD6B",147,88
"879",1006513,1,2,2,2,3,2,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",613,88
"880",1006517,1,3,1,3,1,1,1,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",45,88
"881",1006518,2,4,1,3,2,1,1,2,3,2,98,1,98,1,98,2,"timeTracker2_R13PAD6B",174,88
"882",1006521,2,4,2,3,5,2,1,2,2,2,98,1,98,2,98,2,"timeTracker2_R13PAD6B",99,88
"883",1006537,1,3,2,3,7,2,1,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",129,88
"884",1006565,2,4,2,4,2,1,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",72,88
"885",1006570,2,2,2,2,4,2,2,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",84,88
"886",1006580,1,4,2,2,4,1,2,1,3,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",35,88
"887",1006600,2,1,2,1,4,1,2,1,3,2,98,4,98,3,98,3,"timeTracker2_R13PAD6B",94,88
"888",1006604,1,2,2,1,5,1,1,1,3,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",109,88
"889",1006606,1,5,2,4,7,2,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",219,88
"890",1006610,1,3,2,3,4,2,2,2,3,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",87,88
"891",1006611,2,4,1,5,5,1,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",79,88
"892",1006616,2,4,2,2,7,1,1,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",56,88
"893",1006619,1,3,2,5,2,1,1,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",104,88
"894",1006620,1,4,2,4,1,1,1,2,3,1,3,98,3,98,1,98,"timeTracker2_R13PAD6A",61,88
"895",1006629,2,2,2,3,4,2,2,2,3,1,3,98,3,98,2,98,"timeTracker2_R13PAD6A",94,88
"896",1006634,1,2,1,4,4,2,2,1,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",122,88
"897",1006637,1,1,2,2,7,1,1,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",94,88
"898",1006644,1,3,2,2,3,2,2,2,1,1,2,98,1,98,1,98,"timeTracker2_R13PAD6A",173,88
"899",1006645,1,4,2,2,7,1,2,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",206,88
"900",1006646,2,4,2,2,7,1,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",77,88
"901",1006648,1,3,2,1,5,1,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",65,88
"902",1006668,1,3,2,4,2,2,1,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",133,88
"903",1006679,1,2,2,1,3,1,2,2,1,2,98,2,98,1,98,2,"timeTracker2_R13PAD6B",134,88
"904",1006704,1,2,2,1,2,1,1,2,3,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",321,88
"905",1006707,1,4,2,4,7,1,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",60,88
"906",1006712,1,4,2,5,3,2,1,2,2,1,2,98,1,98,2,98,"timeTracker2_R13PAD6A",146,88
"907",1006729,1,2,1,3,2,2,2,2,2,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",42,88
"908",1006745,2,4,1,4,4,2,1,2,2,1,2,98,1,98,1,98,"timeTracker2_R13PAD6A",587,88
"909",1006746,2,3,2,1,2,1,1,1,3,2,98,5,98,2,98,5,"timeTracker2_R13PAD6B",129,88
"910",1006748,2,3,1,2,7,2,1,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",103,88
"911",1006750,1,3,2,4,7,1,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",115,88
"912",1006753,1,5,2,2,3,1,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",94,88
"913",1006755,2,3,1,3,5,2,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",93,88
"914",1006766,1,3,2,3,4,2,1,1,1,2,98,2,98,5,98,5,"timeTracker2_R13PAD6B",128,88
"915",1006775,2,5,2,2,1,1,1,2,1,2,98,3,98,5,98,5,"timeTracker2_R13PAD6B",108,88
"916",1006785,1,4,2,5,1,2,2,1,3,2,98,3,98,1,98,1,"timeTracker2_R13PAD6B",104,88
"917",1006787,1,4,2,5,2,1,2,2,3,2,98,3,98,4,98,2,"timeTracker2_R13PAD6B",79,88
"918",1006790,2,4,2,1,1,1,2,2,1,1,1,98,2,98,1,98,"timeTracker2_R13PAD6A",106,88
"919",1006797,2,2,1,3,3,1,2,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",191,88
"920",1006800,1,3,1,2,2,2,1,2,3,1,4,98,4,98,3,98,"timeTracker2_R13PAD6A",53,88
"921",1006802,1,1,2,2,7,2,1,1,3,2,98,2,98,3,98,1,"timeTracker2_R13PAD6B",126,88
"922",1006818,1,4,2,2,6,2,2,2,3,1,2,98,1,98,2,98,"timeTracker2_R13PAD6A",96,88
"923",1006829,2,2,2,3,3,1,1,2,2,2,98,3,98,5,98,4,"timeTracker2_R13PAD6B",140,88
"924",1006830,1,2,2,3,4,2,2,1,2,2,98,1,98,1,98,2,"timeTracker2_R13PAD6B",202,88
"925",1006832,1,4,2,5,7,2,1,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",34616,88
"926",1006834,1,3,2,1,4,2,1,2,1,1,3,98,4,98,4,98,"timeTracker2_R13PAD6A",95,88
"927",1006836,2,2,1,4,7,2,1,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",57,88
"928",1006839,2,4,2,2,5,1,2,2,3,2,98,1,98,1,98,3,"timeTracker2_R13PAD6B",55,88
"929",1006844,1,5,2,2,6,1,1,2,1,2,98,3,98,3,98,2,"timeTracker2_R13PAD6B",86,88
"930",1006847,1,5,2,4,5,1,1,1,1,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",45,88
"931",1006865,2,2,1,4,5,1,2,2,2,1,2,98,1,98,1,98,"timeTracker2_R13PAD6A",59,88
"932",1006867,2,4,2,3,7,1,1,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",93,88
"933",1006876,1,3,2,3,2,2,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",120,88
"934",1006894,2,3,1,3,2,1,1,1,1,1,2,98,4,98,4,98,"timeTracker2_R13PAD6A",93,88
"935",1006905,2,3,1,3,2,1,1,1,1,2,98,2,98,3,98,3,"timeTracker2_R13PAD6B",131,88
"936",1006906,1,2,2,4,4,1,1,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",90,88
"937",1006914,1,4,2,2,6,1,1,2,1,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",133,88
"938",1006918,2,4,1,2,2,1,2,1,2,2,98,4,98,5,98,3,"timeTracker2_R13PAD6B",122,88
"939",1006943,1,4,1,4,6,1,2,1,3,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",51,88
"940",1006947,1,2,2,5,5,2,2,2,1,1,3,98,3,98,4,98,"timeTracker2_R13PAD6A",56,88
"941",1006953,1,4,2,1,7,2,1,2,3,2,98,3,98,5,98,5,"timeTracker2_R13PAD6B",53,88
"942",1006962,2,4,1,3,5,1,1,1,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",125,88
"943",1006967,2,4,2,2,4,1,2,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",140,88
"944",1006969,1,3,1,3,6,1,2,2,2,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",264,88
"945",1006971,1,5,1,3,7,2,1,2,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",100,88
"946",1006973,1,1,2,1,5,1,1,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",115,88
"947",1006985,2,1,2,1,7,1,1,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",35,88
"948",1006991,1,4,2,4,2,2,1,2,2,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",47,88
"949",1007007,1,5,2,4,1,1,1,2,3,1,3,98,3,98,2,98,"timeTracker2_R13PAD6A",51,88
"950",1007008,1,3,2,3,4,2,2,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",148,88
"951",1007027,2,2,1,2,7,1,1,2,2,2,98,1,98,4,98,2,"timeTracker2_R13PAD6B",89,88
"952",1007035,1,2,2,2,7,1,1,2,2,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",121,88
"953",1007055,2,4,2,4,5,1,1,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",162,88
"954",1007066,1,3,1,4,6,1,1,1,3,2,98,2,98,1,98,2,"timeTracker2_R13PAD6B",47,88
"955",1007086,1,4,2,2,5,2,2,1,2,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",66,88
