"","responseid","r13pad1","r13pad2","r13pad3","r13pad4","r13pad5_avsender","r13pad5_sak","r13pad5_utfall","r13pad5_vinner","r13pad5_vinnermargin","r13pad6_ran","r13pad6a","r13pad6b","r13pad7a","r13pad7b","r13pad8a","r13pad8b","Scale_time","time","median"
"235",1001200,2,1,1,2,5,1,2,1,1,1,1,98,5,98,4,98,"timeTracker2_R13PAD6A",108,88
"236",1001205,1,4,2,4,6,2,1,2,2,2,98,3,98,3,98,4,"timeTracker2_R13PAD6B",87,88
"237",1001206,2,4,1,4,5,2,1,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",87,88
"238",1001207,1,1,1,2,4,1,1,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",205,88
"239",1001212,2,3,2,5,6,2,2,1,1,1,2,98,1,98,1,98,"timeTracker2_R13PAD6A",79,88
"240",1001221,1,3,2,1,6,2,2,1,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",150,88
"241",1001222,1,4,2,2,1,2,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",129,88
"242",1001231,1,2,2,2,5,1,1,1,2,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",2601,88
"243",1001236,1,4,2,1,5,2,1,1,2,1,4,98,4,98,3,98,"timeTracker2_R13PAD6A",75,88
"244",1001237,1,2,2,4,5,1,2,1,3,2,98,1,98,1,98,5,"timeTracker2_R13PAD6B",75,88
"245",1001251,1,2,1,5,6,1,2,2,2,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",112,88
"246",1001263,2,3,2,2,1,2,1,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",87,88
"247",1001264,1,3,1,3,7,2,1,1,3,2,98,3,98,3,98,2,"timeTracker2_R13PAD6B",95,88
"248",1001265,2,3,2,4,5,1,2,2,2,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",94,88
"249",1001267,1,4,2,2,4,2,2,1,3,2,98,1,98,1,98,2,"timeTracker2_R13PAD6B",169,88
"250",1001272,1,1,2,1,7,1,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",86,88
"251",1001278,1,4,2,2,3,1,1,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",81,88
"252",1001284,1,2,2,2,7,2,1,1,1,1,2,98,2,98,4,98,"timeTracker2_R13PAD6A",86,88
"253",1001288,2,3,2,4,7,2,1,2,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",104,88
"254",1001292,1,4,2,4,4,2,1,2,3,2,98,2,98,4,98,1,"timeTracker2_R13PAD6B",96,88
"255",1001293,1,3,1,3,7,1,2,2,1,1,1,98,4,98,2,98,"timeTracker2_R13PAD6A",102,88
"256",1001295,1,4,2,2,1,1,1,1,2,1,3,98,3,98,2,98,"timeTracker2_R13PAD6A",65,88
"257",1001296,1,3,1,4,6,2,1,2,2,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",61,88
"258",1001299,2,4,2,2,5,1,2,2,1,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",56,88
"259",1001301,2,4,2,4,6,2,1,2,3,1,3,98,3,98,4,98,"timeTracker2_R13PAD6A",79,88
"260",1001302,1,4,2,2,4,1,1,1,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",43,88
"261",1001309,1,5,2,4,4,1,1,2,1,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",70,88
"262",1001312,1,3,2,1,2,2,1,2,3,1,1,98,3,98,3,98,"timeTracker2_R13PAD6A",79,88
"263",1001313,1,3,2,2,2,2,2,2,2,1,2,98,4,98,4,98,"timeTracker2_R13PAD6A",68,88
"264",1001315,1,4,2,2,5,1,1,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",76,88
"265",1001318,1,4,1,4,7,1,2,2,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",90,88
"266",1001327,2,3,1,3,3,2,2,2,1,1,1,98,4,98,2,98,"timeTracker2_R13PAD6A",54,88
"267",1001338,1,2,1,4,4,1,1,2,2,2,98,1,98,2,98,2,"timeTracker2_R13PAD6B",100,88
"268",1001353,2,3,1,2,5,1,1,1,1,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",43,88
"269",1001358,1,3,2,2,5,1,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",62,88
"270",1001370,2,4,2,1,7,2,1,1,3,1,5,98,5,98,3,98,"timeTracker2_R13PAD6A",39,88
"271",1001372,1,4,2,4,4,1,1,2,1,1,1,98,2,98,1,98,"timeTracker2_R13PAD6A",92,88
"272",1001380,1,3,2,2,3,2,1,2,3,2,98,2,98,4,98,2,"timeTracker2_R13PAD6B",2083,88
"273",1001386,2,3,2,3,7,1,2,1,2,2,98,2,98,1,98,1,"timeTracker2_R13PAD6B",5045,88
"274",1001394,2,2,1,2,1,2,2,2,3,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",85,88
"275",1001395,97,4,2,3,4,1,2,1,2,1,4,98,5,98,4,98,"timeTracker2_R13PAD6A",81,88
"276",1001402,1,4,1,3,7,1,1,2,3,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",75,88
"277",1001415,2,4,1,4,1,1,1,2,2,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",83,88
"278",1001428,1,3,2,4,1,2,2,1,2,1,3,98,4,98,4,98,"timeTracker2_R13PAD6A",55,88
"279",1001436,2,4,2,3,7,2,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",104,88
"280",1001438,1,4,97,4,3,2,1,1,2,1,97,98,97,98,2,98,"timeTracker2_R13PAD6A",117,88
"281",1001441,1,4,2,1,7,2,2,2,1,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",117,88
"282",1001446,2,3,1,3,1,2,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",84,88
"283",1001447,1,2,1,2,2,2,2,2,1,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",198,88
"284",1001448,2,4,2,3,7,1,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",65,88
"285",1001455,2,4,1,2,2,2,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",65,88
"286",1001456,1,4,2,2,4,2,1,2,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",86,88
"287",1001457,1,3,2,3,2,1,2,1,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",170,88
"288",1001463,1,3,2,2,2,1,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",100,88
"289",1001464,2,3,2,4,7,2,2,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",267,88
"290",1001479,97,2,1,1,6,1,1,2,3,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",113,88
"291",1001501,2,3,2,3,4,1,1,1,2,2,98,4,98,4,98,5,"timeTracker2_R13PAD6B",163,88
"292",1001504,1,4,2,4,3,2,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",120,88
"293",1001510,2,4,2,2,5,2,2,2,2,1,2,98,1,98,1,98,"timeTracker2_R13PAD6A",83,88
"294",1001523,2,3,2,3,4,2,1,2,3,1,4,98,4,98,2,98,"timeTracker2_R13PAD6A",97,88
"295",1001524,1,3,2,5,7,1,1,2,2,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",91,88
"296",1001528,2,1,2,2,1,2,1,2,2,1,1,98,5,98,2,98,"timeTracker2_R13PAD6A",70,88
"297",1001534,1,4,2,4,5,1,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",63,88
"298",1001537,1,3,2,4,3,2,1,2,3,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",508,88
"299",1001538,1,2,1,3,3,2,2,1,1,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",85,88
"300",1001540,1,4,2,3,7,2,1,2,2,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",158,88
"301",1001545,1,4,2,3,7,1,2,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",44,88
"302",1001555,1,3,2,1,4,1,1,1,3,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",62,88
"303",1001560,1,4,2,4,6,1,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",135,88
"304",1001561,2,4,1,3,5,2,1,1,1,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",59,88
"305",1001564,1,4,2,1,3,1,2,2,2,2,98,2,98,4,98,3,"timeTracker2_R13PAD6B",164,88
"306",1001565,2,4,1,3,7,1,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",417103,88
"307",1001570,1,2,2,1,3,1,2,1,3,1,2,98,4,98,5,98,"timeTracker2_R13PAD6A",108,88
"308",1001574,1,3,1,3,1,1,1,1,1,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",152,88
"309",1001580,1,3,2,4,4,2,2,1,1,1,4,98,2,98,4,98,"timeTracker2_R13PAD6A",290,88
"310",1001583,1,3,2,1,7,2,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",70,88
"311",1001587,1,4,2,3,7,1,2,2,1,2,98,3,98,3,98,1,"timeTracker2_R13PAD6B",138,88
"312",1001589,1,4,2,2,4,1,1,1,2,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",80,88
"313",1001592,1,4,2,4,6,1,2,1,3,2,98,1,98,5,98,3,"timeTracker2_R13PAD6B",102,88
"314",1001593,1,5,2,3,1,1,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",86,88
"315",1001603,1,4,2,2,5,1,2,1,3,2,98,97,98,97,98,97,"timeTracker2_R13PAD6B",162,88
"316",1001605,2,3,1,2,1,2,2,2,2,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",64,88
"317",1001618,2,4,2,3,6,2,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",136,88
"318",1001619,1,3,2,3,7,2,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",95,88
"319",1001622,1,3,2,2,3,1,2,2,1,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",23,88
"320",1001623,1,3,2,3,7,2,1,2,3,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",79,88
"321",1001627,1,3,2,2,5,1,2,2,1,2,98,1,98,1,98,4,"timeTracker2_R13PAD6B",220,88
"322",1001631,1,4,2,3,1,1,1,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",137,88
"323",1001635,2,3,2,3,2,1,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",70,88
"324",1001638,1,4,2,3,7,1,2,1,1,1,4,98,4,98,3,98,"timeTracker2_R13PAD6A",90,88
"325",1001642,1,2,2,1,2,2,1,2,1,1,3,98,4,98,4,98,"timeTracker2_R13PAD6A",98,88
"326",1001646,1,4,2,2,1,2,1,2,3,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",70,88
"327",1001647,2,4,1,4,6,1,1,2,2,2,98,2,98,3,98,3,"timeTracker2_R13PAD6B",83,88
"328",1001654,2,3,2,3,3,2,2,1,3,2,98,1,98,2,98,2,"timeTracker2_R13PAD6B",154,88
"329",1001664,1,2,2,2,5,2,1,2,3,2,98,2,98,2,98,3,"timeTracker2_R13PAD6B",93,88
"330",1001680,1,4,2,4,2,2,1,2,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",118,88
"331",1001684,1,4,2,2,5,2,2,2,2,1,1,98,2,98,1,98,"timeTracker2_R13PAD6A",77,88
"332",1001685,2,4,2,1,6,2,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",103,88
"333",1001687,1,3,2,4,1,1,2,1,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",52,88
"334",1001692,1,5,2,2,5,1,2,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",90,88
"335",1001696,2,4,2,1,7,1,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",146,88
"336",1001698,1,4,2,5,5,2,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",67,88
"337",1001705,1,4,2,4,7,2,1,1,3,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",46,88
"338",1001710,1,3,2,3,4,2,1,2,2,1,2,98,1,98,2,98,"timeTracker2_R13PAD6A",100,88
"339",1001712,1,2,2,3,2,1,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",100,88
"340",1001724,2,4,2,2,5,2,2,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",55,88
"341",1001728,2,3,1,4,6,1,2,2,2,2,98,2,98,1,98,2,"timeTracker2_R13PAD6B",168,88
"342",1001757,1,2,2,1,6,2,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",144,88
"343",1001758,2,3,2,3,4,2,1,2,1,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",55,88
"344",1001759,1,2,2,2,7,2,1,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",97,88
"345",1001762,2,3,2,3,5,2,2,2,1,1,3,98,2,98,3,98,"timeTracker2_R13PAD6A",86,88
"346",1001768,1,3,2,1,2,1,2,1,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",19103,88
"347",1001772,2,5,2,1,1,2,1,2,2,2,98,5,98,97,98,5,"timeTracker2_R13PAD6B",58,88
"348",1001773,1,5,2,1,1,2,2,1,1,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",96,88
"349",1001774,1,4,1,2,5,2,2,1,3,2,98,1,98,1,98,2,"timeTracker2_R13PAD6B",101,88
"350",1001776,2,5,1,4,3,2,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",119,88
"351",1001781,1,3,2,1,3,2,2,1,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",332,88
"352",1001813,2,4,2,3,3,1,1,2,1,2,98,1,98,3,98,3,"timeTracker2_R13PAD6B",156,88
"353",1001819,1,4,2,3,7,2,2,2,2,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",97,88
"354",1001823,1,2,2,1,6,1,1,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",78,88
"355",1001827,1,4,2,4,3,1,2,2,2,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",53,88
"356",1001828,1,3,2,4,7,2,1,1,3,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",86,88
"357",1001831,97,4,2,4,1,1,2,1,1,2,98,3,98,3,98,1,"timeTracker2_R13PAD6B",116,88
"358",1001845,1,2,2,2,5,2,1,2,3,2,98,2,98,3,98,3,"timeTracker2_R13PAD6B",135,88
"359",1001849,2,3,2,4,7,2,2,2,1,1,3,98,3,98,2,98,"timeTracker2_R13PAD6A",114,88
"360",1001855,2,4,2,4,4,1,2,2,3,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",83,88
"361",1001858,1,2,2,1,2,1,1,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",58,88
"362",1001860,1,2,1,4,2,2,1,2,1,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",150,88
"363",1001861,1,3,2,3,4,2,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",136,88
"364",1001864,1,3,2,5,1,2,1,2,3,1,5,98,5,98,4,98,"timeTracker2_R13PAD6A",81,88
"365",1001869,1,4,2,2,3,2,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",67,88
"366",1001877,2,5,2,4,4,2,1,2,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",76,88
"367",1001878,2,4,2,2,3,2,1,2,1,2,98,5,98,5,98,3,"timeTracker2_R13PAD6B",138,88
"368",1001879,1,1,2,2,1,2,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",127,88
"369",1001886,2,2,1,1,3,2,2,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",55,88
"370",1001888,1,2,2,1,4,2,2,1,1,1,2,98,1,98,2,98,"timeTracker2_R13PAD6A",163,88
"371",1001891,2,2,1,2,6,1,2,2,2,2,98,3,98,3,98,1,"timeTracker2_R13PAD6B",149,88
"372",1001893,1,1,2,1,7,2,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",56,88
"373",1001896,2,3,2,3,4,1,2,1,3,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",126,88
"374",1001909,1,1,2,3,4,2,1,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",69,88
"375",1001915,1,2,2,2,2,1,2,2,1,2,98,1,98,3,98,2,"timeTracker2_R13PAD6B",140,88
"376",1001919,1,2,1,2,3,1,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",62,88
"377",1001932,1,2,2,2,5,1,1,2,1,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",72,88
"378",1001936,1,4,2,1,6,2,2,1,1,2,98,2,98,1,98,2,"timeTracker2_R13PAD6B",92,88
"379",1001939,1,1,2,1,1,1,1,1,1,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",78,88
"380",1001945,2,1,2,3,5,1,2,1,3,1,2,98,1,98,1,98,"timeTracker2_R13PAD6A",116,88
"381",1001954,1,3,2,2,3,1,1,1,1,2,98,3,98,3,98,1,"timeTracker2_R13PAD6B",89,88
"382",1001961,1,3,2,4,7,1,1,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",151,88
"383",1001962,2,4,2,5,6,2,1,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",95,88
"384",1001963,1,2,2,1,1,2,1,1,3,1,5,98,5,98,4,98,"timeTracker2_R13PAD6A",67,88
"385",1001964,1,2,2,2,3,1,2,2,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",147,88
"386",1001965,1,2,2,1,3,1,2,1,1,1,5,98,3,98,5,98,"timeTracker2_R13PAD6A",200,88
"387",1001966,2,4,2,2,7,2,1,1,2,2,98,1,98,1,98,3,"timeTracker2_R13PAD6B",131,88
"388",1001970,2,3,2,2,6,2,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",377,88
"389",1001983,1,4,2,3,4,1,2,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",77,88
"390",1002000,1,1,2,5,7,2,2,1,3,2,98,2,98,1,98,1,"timeTracker2_R13PAD6B",102,88
"391",1002005,1,2,2,2,3,1,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",71,88
"392",1002008,1,3,2,4,3,2,2,1,2,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",113,88
"393",1002014,2,2,2,4,1,2,2,2,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",101,88
"394",1002021,1,4,2,3,1,2,2,1,3,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",127,88
"395",1002031,1,4,2,3,6,2,1,2,3,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",118,88
"396",1002041,2,3,1,3,1,1,2,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",86,88
"397",1002043,2,4,2,4,3,2,2,2,1,2,98,3,98,3,98,2,"timeTracker2_R13PAD6B",81,88
"398",1002054,1,3,2,2,3,1,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",155,88
"399",1002063,2,3,2,3,6,1,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",153,88
"400",1002064,1,3,2,2,7,2,2,2,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",107,88
"401",1002069,1,4,2,3,3,1,2,2,1,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",102,88
"402",1002073,1,4,2,4,6,1,2,1,1,1,3,98,3,98,2,98,"timeTracker2_R13PAD6A",150,88
"403",1002077,2,97,2,5,1,2,2,1,1,2,98,2,98,1,98,2,"timeTracker2_R13PAD6B",70,88
"404",1002078,1,2,2,3,5,1,2,1,3,2,98,5,98,5,98,3,"timeTracker2_R13PAD6B",157,88
"405",1002080,1,4,2,2,4,2,2,1,1,1,4,98,1,98,3,98,"timeTracker2_R13PAD6A",66,88
"406",1002083,1,4,2,3,2,1,1,2,1,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",58,88
"407",1002087,2,3,2,3,6,1,2,2,3,1,2,98,3,98,3,98,"timeTracker2_R13PAD6A",85,88
"408",1002089,1,4,2,3,3,2,1,2,2,1,4,98,4,98,3,98,"timeTracker2_R13PAD6A",74,88
"409",1002098,1,1,1,3,5,1,2,1,1,2,98,2,98,1,98,1,"timeTracker2_R13PAD6B",95,88
"410",1002105,2,3,2,2,5,2,1,2,1,2,98,2,98,4,98,3,"timeTracker2_R13PAD6B",263,88
"411",1002107,1,3,2,1,2,2,1,2,2,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",107,88
"412",1002108,2,3,2,2,4,1,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",122,88
"413",1002117,1,4,2,2,1,1,1,2,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",96,88
"414",1002121,1,2,2,2,1,2,1,1,3,2,98,2,98,5,98,3,"timeTracker2_R13PAD6B",140,88
"415",1002125,1,3,2,2,6,2,1,2,2,1,1,98,1,98,2,98,"timeTracker2_R13PAD6A",116,88
"416",1002134,1,2,1,2,4,2,1,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",97,88
"417",1002136,1,3,1,4,2,1,1,1,3,1,1,98,2,98,1,98,"timeTracker2_R13PAD6A",63,88
"418",1002142,2,3,2,2,6,2,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",130,88
"419",1002146,1,3,2,5,1,1,1,1,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",91,88
"420",1002147,2,3,2,2,1,2,2,1,1,2,98,3,98,3,98,2,"timeTracker2_R13PAD6B",142,88
"421",1002148,1,4,2,1,2,1,1,2,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",58,88
"422",1002151,2,4,2,2,7,1,1,2,2,1,2,98,2,98,3,98,"timeTracker2_R13PAD6A",105,88
"423",1002153,1,4,2,4,6,1,1,1,2,1,2,98,3,98,3,98,"timeTracker2_R13PAD6A",112,88
"424",1002154,1,2,2,3,6,2,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",54,88
"425",1002163,1,3,2,4,2,1,1,2,3,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",165,88
"426",1002169,2,4,2,4,1,1,2,2,3,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",234,88
"427",1002172,1,4,2,3,2,1,1,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",126,88
"428",1002174,2,3,2,2,5,2,2,1,2,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",576528,88
"429",1002177,1,4,1,4,4,2,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",78,88
"430",1002179,1,4,1,4,1,1,2,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",40,88
"431",1002183,1,3,2,2,2,1,1,1,1,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",122,88
"432",1002184,1,3,2,3,7,2,1,1,2,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",164,88
"433",1002187,1,4,2,3,1,2,2,2,2,1,3,98,3,98,2,98,"timeTracker2_R13PAD6A",96,88
"434",1002190,2,4,2,1,4,2,2,2,1,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",81,88
"435",1002191,1,2,2,3,7,1,2,1,2,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",110,88
"436",1002192,1,1,2,1,2,2,2,2,1,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",155,88
"437",1002197,1,3,2,1,2,2,2,2,1,2,98,2,98,5,98,2,"timeTracker2_R13PAD6B",140,88
"438",1002198,1,2,2,2,6,1,1,1,2,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",82,88
"439",1002199,1,2,1,3,4,1,2,1,2,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",34,88
"440",1002203,2,3,1,3,3,2,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",84,88
"441",1002212,1,2,2,1,6,2,1,1,2,1,2,98,4,98,4,98,"timeTracker2_R13PAD6A",92,88
"442",1002213,2,2,2,1,6,1,1,2,1,1,1,98,5,98,3,98,"timeTracker2_R13PAD6A",173,88
"443",1002216,1,3,2,3,3,2,1,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",94,88
"444",1002231,2,2,2,1,7,2,2,1,2,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",189,88
"445",1002232,1,4,1,3,2,2,2,1,1,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",39,88
"446",1002238,2,3,2,1,7,1,1,1,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",178,88
"447",1002239,1,2,2,5,2,2,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",76,88
"448",1002245,1,3,2,3,5,1,2,1,2,1,4,98,3,98,3,98,"timeTracker2_R13PAD6A",71,88
"449",1002258,1,2,2,3,6,1,2,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",75,88
"450",1002277,1,3,1,3,7,1,2,1,1,1,2,98,1,98,2,98,"timeTracker2_R13PAD6A",134,88
"451",1002283,1,1,2,1,7,2,1,1,3,1,3,98,2,98,2,98,"timeTracker2_R13PAD6A",132,88
"452",1002287,1,4,2,2,5,2,1,1,1,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",64,88
"453",1002294,2,4,2,2,3,1,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",101,88
"454",1002297,1,3,2,3,4,1,2,1,2,1,1,98,1,98,2,98,"timeTracker2_R13PAD6A",116,88
"455",1002299,2,2,1,1,5,2,2,1,1,1,1,98,5,98,3,98,"timeTracker2_R13PAD6A",89,88
"456",1002300,2,4,2,4,1,1,1,2,2,2,98,3,98,4,98,3,"timeTracker2_R13PAD6B",191,88
"457",1002302,1,3,2,5,3,1,1,2,3,2,98,1,98,3,98,2,"timeTracker2_R13PAD6B",152,88
"458",1002304,2,4,2,3,4,2,1,2,1,1,3,98,4,98,3,98,"timeTracker2_R13PAD6A",107,88
"459",1002305,2,3,1,3,1,1,1,2,1,2,98,3,98,2,98,1,"timeTracker2_R13PAD6B",161,88
"460",1002307,1,3,2,1,5,2,1,1,2,2,98,1,98,5,98,2,"timeTracker2_R13PAD6B",72,88
"461",1002311,2,3,1,2,4,1,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",152,88
"462",1002315,1,5,2,5,7,1,2,1,1,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",105,88
"463",1002318,1,3,2,4,4,1,1,1,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",132,88
"464",1002321,1,3,2,1,2,1,2,2,3,2,98,1,98,3,98,2,"timeTracker2_R13PAD6B",130,88
"465",1002327,1,2,2,3,5,2,2,2,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",103,88
"466",1002334,2,4,1,4,3,1,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",93,88
"467",1002342,1,3,1,4,4,1,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",147,88
"468",1002347,1,4,2,4,4,2,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",56,88
