"","responseid","r13pad1","r13pad2","r13pad3","r13pad4","r13pad5_avsender","r13pad5_sak","r13pad5_utfall","r13pad5_vinner","r13pad5_vinnermargin","r13pad6_ran","r13pad6a","r13pad6b","r13pad7a","r13pad7b","r13pad8a","r13pad8b","Scale_time","time"
"1706",1011982,1,3,2,2,5,2,2,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",65
"1707",1011985,97,3,97,4,6,2,1,1,2,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",148
"1708",1011986,1,5,1,2,6,1,2,1,1,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",104
"1709",1011987,2,3,2,2,7,1,1,1,2,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",84
"1710",1011989,2,2,1,3,2,2,1,2,1,1,4,98,3,98,2,98,"timeTracker2_R13PAD6A",153
"1711",1011991,2,4,2,2,5,2,1,2,3,1,3,98,4,98,3,98,"timeTracker2_R13PAD6A",9862
"1712",1011999,1,3,2,1,1,2,1,2,2,1,3,98,5,98,5,98,"timeTracker2_R13PAD6A",0
"1713",1012000,2,4,2,3,2,1,1,1,1,1,1,98,97,98,1,98,"timeTracker2_R13PAD6A",130
"1714",1012003,2,4,1,3,2,1,1,1,1,2,98,1,98,5,98,2,"timeTracker2_R13PAD6B",53
"1715",1012011,1,2,1,3,6,1,2,1,2,2,98,3,98,3,98,5,"timeTracker2_R13PAD6B",84
"1716",1012018,1,3,2,2,1,2,2,2,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",107
"1717",1012020,2,5,1,5,5,1,1,1,1,2,98,3,98,97,98,3,"timeTracker2_R13PAD6B",71
"1718",1012023,2,3,1,3,2,2,1,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",249
"1719",1012026,1,4,1,4,6,1,2,2,1,2,98,4,98,4,98,2,"timeTracker2_R13PAD6B",69
"1720",1012031,1,5,2,2,1,1,1,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",101
"1721",1012036,1,3,2,1,4,1,1,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",128
"1722",1012038,1,4,2,2,4,1,2,2,1,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",111
"1723",1012039,2,2,2,1,1,1,1,1,1,1,4,98,5,98,5,98,"timeTracker2_R13PAD6A",145
"1724",1012041,1,4,2,3,2,1,1,2,2,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",80
"1725",1012055,2,5,2,5,2,1,1,2,3,1,2,98,5,98,3,98,"timeTracker2_R13PAD6A",120
"1726",1012059,2,3,2,3,1,1,2,2,1,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",86
"1727",1012062,1,1,2,2,7,1,1,2,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",93
"1728",1012063,1,1,2,3,4,1,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",101
"1729",1012072,1,4,2,1,2,2,1,1,2,2,98,3,98,3,98,4,"timeTracker2_R13PAD6B",66
"1730",1012073,2,5,2,2,6,2,2,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",79
"1731",1012077,2,1,1,3,6,2,2,2,1,2,98,2,98,2,98,3,"timeTracker2_R13PAD6B",108
"1732",1012081,1,3,2,3,3,2,2,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",108
"1733",1012097,2,5,2,1,3,1,2,2,1,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",91
"1734",1012099,1,4,2,2,1,1,1,2,2,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",42
"1735",1012100,1,2,2,3,6,2,2,1,2,2,98,5,98,5,98,2,"timeTracker2_R13PAD6B",48
"1736",1012103,2,5,1,2,6,1,2,2,3,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",87
"1737",1012104,1,4,2,3,2,2,2,2,2,2,98,2,98,1,98,2,"timeTracker2_R13PAD6B",68
"1738",1012110,1,5,2,5,2,2,1,1,3,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",45
"1739",1012118,2,4,2,3,5,2,2,1,1,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",120
"1740",1012140,2,3,2,3,6,1,2,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",94
"1741",1012141,1,2,2,1,2,2,1,1,1,2,98,1,98,1,98,2,"timeTracker2_R13PAD6B",82
"1742",1012150,1,4,1,2,1,1,2,1,1,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",61
"1743",1012159,2,3,1,3,2,2,1,1,3,1,4,98,2,98,2,98,"timeTracker2_R13PAD6A",81
"1744",1012168,1,4,2,3,1,1,1,2,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",73
"1745",1012169,1,4,2,4,6,1,2,1,2,2,98,1,98,2,98,3,"timeTracker2_R13PAD6B",60
"1746",1012177,2,3,2,2,2,2,1,2,3,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",76
"1747",1012185,1,3,2,2,3,1,2,2,1,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",82
"1748",1012195,1,4,2,2,2,2,1,1,2,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",158
"1749",1012201,1,3,2,3,3,2,1,1,3,2,98,3,98,4,98,3,"timeTracker2_R13PAD6B",1592
"1750",1012202,2,2,2,2,3,2,2,1,2,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",176
"1751",1012205,1,4,2,2,5,1,2,2,1,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",17
"1752",1012207,2,2,2,3,6,2,1,2,1,2,98,1,98,3,98,3,"timeTracker2_R13PAD6B",103
"1753",1012208,1,3,2,2,7,1,2,2,3,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",1285
"1754",1012210,1,3,2,5,2,1,2,1,3,1,4,98,5,98,4,98,"timeTracker2_R13PAD6A",105
"1755",1012212,2,5,2,5,3,2,2,2,1,1,1,98,2,98,1,98,"timeTracker2_R13PAD6A",65
"1756",1012216,97,4,1,3,5,2,2,2,1,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",41
"1757",1012223,1,2,2,3,1,1,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",106
"1758",1012226,1,1,2,2,2,1,2,1,3,2,98,3,98,3,98,5,"timeTracker2_R13PAD6B",139
"1759",1012229,1,3,2,3,4,1,1,1,1,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",69
"1760",1012230,1,3,2,2,6,1,1,2,3,2,98,2,98,3,98,4,"timeTracker2_R13PAD6B",79
"1761",1012231,1,3,2,3,3,1,2,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",139
"1762",1012236,2,5,1,3,6,1,2,2,3,2,98,3,98,1,98,1,"timeTracker2_R13PAD6B",85
"1763",1012243,1,5,2,3,3,2,1,1,1,2,98,4,98,4,98,1,"timeTracker2_R13PAD6B",77
"1764",1012252,2,5,2,4,4,2,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",60
"1765",1012253,1,3,2,3,1,1,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",54
"1766",1012260,1,4,2,3,6,2,1,1,2,1,2,98,3,98,3,98,"timeTracker2_R13PAD6A",81
"1767",1012261,2,5,2,1,3,1,1,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",79
"1768",1012266,2,4,2,3,2,2,1,1,2,2,98,2,98,2,98,3,"timeTracker2_R13PAD6B",80
"1769",1012267,1,4,2,3,4,2,1,2,1,1,4,98,4,98,4,98,"timeTracker2_R13PAD6A",107
"1770",1012279,2,2,2,3,3,2,1,1,2,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",91
"1771",1012285,2,4,1,4,1,2,1,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",47
"1772",1012292,2,5,2,3,7,1,2,1,2,1,1,98,2,98,1,98,"timeTracker2_R13PAD6A",62
"1773",1012293,1,3,2,4,5,2,2,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",89
"1774",1012302,2,5,2,4,1,1,1,2,1,1,4,98,4,98,3,98,"timeTracker2_R13PAD6A",27
"1775",1012310,1,4,2,3,5,1,2,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",102
"1776",1012314,2,3,1,2,7,1,2,1,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",44
"1777",1012317,1,4,1,4,6,1,1,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",53
"1778",1012318,2,3,1,4,2,1,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",56
"1779",1012322,2,3,2,3,5,1,2,1,3,2,98,1,98,1,98,2,"timeTracker2_R13PAD6B",629
"1780",1012331,2,4,1,3,3,1,1,1,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",71
"1781",1012337,1,3,2,3,4,1,1,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",151
"1782",1012339,2,3,2,4,4,1,2,1,3,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",130
"1783",1012356,2,5,2,3,3,2,1,2,1,1,2,98,4,98,4,98,"timeTracker2_R13PAD6A",72
"1784",1012360,2,4,2,3,5,2,1,2,1,2,98,4,98,4,98,3,"timeTracker2_R13PAD6B",69
"1785",1012362,1,3,2,3,2,2,2,2,2,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",83
"1786",1012363,1,1,2,4,7,2,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",48
"1787",1012368,1,4,1,5,6,1,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",71
"1788",1012379,2,1,1,1,1,1,1,2,2,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",9
"1789",1012383,2,3,1,3,2,2,1,2,3,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",93
"1790",1012385,2,3,1,3,4,2,2,2,2,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",62
"1791",1012389,1,2,2,2,3,1,1,2,1,1,2,98,1,98,1,98,"timeTracker2_R13PAD6A",85
"1792",1012391,1,2,1,3,5,2,2,2,3,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",46
"1793",1012393,2,3,2,4,7,1,1,1,3,2,98,2,98,4,98,4,"timeTracker2_R13PAD6B",143
"1794",1012403,1,1,1,2,6,1,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",57
"1795",1012405,1,1,2,4,2,1,1,2,3,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",75
"1796",1012412,1,2,2,1,2,1,2,1,2,2,98,1,98,2,98,2,"timeTracker2_R13PAD6B",79
"1797",1012432,2,3,1,3,3,1,2,2,2,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",81
"1798",1012433,1,4,2,4,7,1,1,2,3,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",316
"1799",1012437,1,1,2,2,4,1,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",138
"1800",1012439,2,1,2,1,3,1,2,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",111
"1801",1012441,1,4,2,2,7,2,1,1,3,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",365
"1802",1012450,2,3,1,3,4,2,1,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",99
"1803",1012455,1,3,2,2,6,2,2,2,2,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",83
"1804",1012456,2,4,1,2,7,2,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",172
"1805",1012462,2,4,2,5,5,1,2,1,1,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",55
"1806",1012468,2,2,1,3,2,2,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",161
"1807",1012477,1,3,2,2,3,1,2,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",73
"1808",1012481,1,1,2,1,1,1,1,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",55
"1809",1012490,1,2,2,5,7,2,1,2,2,1,97,98,97,98,5,98,"timeTracker2_R13PAD6A",104
"1810",1012495,2,4,1,2,7,2,2,2,1,2,98,1,98,97,98,2,"timeTracker2_R13PAD6B",178
"1811",1012496,2,2,2,3,6,2,2,1,2,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",82
"1812",1012500,2,4,1,2,4,1,1,1,1,2,98,1,98,3,98,2,"timeTracker2_R13PAD6B",71
"1813",1012501,1,3,2,2,3,2,2,1,3,1,3,98,3,98,2,98,"timeTracker2_R13PAD6A",23
"1814",1012502,1,4,2,2,6,2,1,1,1,2,98,1,98,3,98,3,"timeTracker2_R13PAD6B",83
"1815",1012505,1,4,1,3,3,2,2,2,2,1,4,98,4,98,2,98,"timeTracker2_R13PAD6A",122
"1816",1012514,2,3,2,3,3,1,2,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",124
"1817",1012520,1,2,2,3,3,2,1,1,3,1,3,98,2,98,2,98,"timeTracker2_R13PAD6A",79
"1818",1012524,1,2,2,2,3,1,1,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",92
"1819",1012558,2,3,1,2,2,2,1,1,2,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",42
"1820",1012559,1,3,2,2,4,1,2,2,1,2,98,2,98,2,98,3,"timeTracker2_R13PAD6B",123
"1821",1012560,2,4,2,2,1,1,1,1,3,2,98,1,98,2,98,3,"timeTracker2_R13PAD6B",121
"1822",1012564,2,4,1,4,1,2,2,2,3,1,4,98,4,98,4,98,"timeTracker2_R13PAD6A",66
"1823",1012581,1,3,2,2,3,2,2,2,1,2,98,3,98,4,98,3,"timeTracker2_R13PAD6B",96
"1824",1012584,1,4,2,2,5,2,2,2,2,1,2,98,97,98,4,98,"timeTracker2_R13PAD6A",56
"1825",1012590,2,4,97,4,6,2,1,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",0
"1826",1012592,2,3,1,4,5,2,1,2,3,1,4,98,4,98,3,98,"timeTracker2_R13PAD6A",151
"1827",1012593,2,5,2,5,7,1,1,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",217
"1828",1012597,1,4,2,2,6,1,2,2,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",149
"1829",1012598,1,2,2,1,4,1,1,1,2,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",99
"1830",1012602,2,3,1,3,4,1,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",43
"1831",1012606,2,4,1,3,2,1,2,1,2,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",91
"1832",1012612,1,1,2,2,7,2,1,1,3,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",84
"1833",1012613,2,3,2,3,5,2,1,1,1,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",17
"1834",1012614,2,2,2,5,2,1,2,2,1,2,98,3,98,1,98,1,"timeTracker2_R13PAD6B",125
"1835",1012615,2,4,2,1,3,2,2,2,1,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",101
"1836",1012621,1,2,2,3,4,2,1,2,1,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",87
"1837",1012628,1,2,2,2,4,2,1,2,3,1,2,98,3,98,3,98,"timeTracker2_R13PAD6A",1011
"1838",1012637,1,4,1,2,2,1,2,2,2,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",52
"1839",1012643,1,3,1,4,2,2,2,2,1,1,1,98,4,98,4,98,"timeTracker2_R13PAD6A",81
"1840",1012649,2,2,2,2,4,1,2,2,3,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",97
"1841",1012660,2,3,1,2,3,1,1,2,3,2,98,1,98,4,98,2,"timeTracker2_R13PAD6B",105
"1842",1012662,2,4,1,4,2,2,2,1,2,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",86
"1843",1012664,2,2,2,3,6,1,2,2,1,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",151
"1844",1012666,1,3,2,4,4,1,2,1,1,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",106
"1845",1012667,1,1,2,5,5,2,1,1,1,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",107
"1846",1012670,1,4,2,1,7,2,1,2,3,1,3,98,3,98,4,98,"timeTracker2_R13PAD6A",155
"1847",1012673,2,1,2,3,2,1,1,1,1,1,2,98,5,98,4,98,"timeTracker2_R13PAD6A",54
"1848",1012686,1,3,1,2,4,1,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",216
"1849",1012687,1,3,2,3,5,2,2,1,3,1,3,98,2,98,3,98,"timeTracker2_R13PAD6A",86
"1850",1012688,1,3,2,2,4,2,1,2,1,2,98,3,98,2,98,4,"timeTracker2_R13PAD6B",65
"1851",1012691,2,3,2,2,1,1,1,2,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",70
"1852",1012693,2,4,2,3,7,2,1,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",128
"1853",1012694,2,5,2,4,1,1,2,1,2,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",84
"1854",1012699,1,4,2,4,4,2,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",114
"1855",1012702,2,4,2,3,7,2,2,1,2,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",99
"1856",1012703,1,4,1,4,5,2,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",67
"1857",1012705,1,4,2,4,6,1,2,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",108
"1858",1012708,1,4,2,3,1,2,2,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",62
"1859",1012711,1,2,2,4,4,1,2,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",110
"1860",1012715,1,3,2,4,6,1,1,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",41
"1861",1012716,97,97,97,97,3,1,1,2,3,1,97,98,97,98,97,98,"timeTracker2_R13PAD6A",5
"1862",1012717,2,2,2,3,2,2,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",208
"1863",1012734,1,3,2,2,1,2,1,2,2,2,98,2,98,3,98,3,"timeTracker2_R13PAD6B",99
"1864",1012735,1,3,2,2,5,1,2,1,1,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",93
"1865",1012737,1,4,2,2,6,1,1,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",64
"1866",1012745,2,4,2,4,6,2,1,2,3,1,3,98,3,98,2,98,"timeTracker2_R13PAD6A",76
"1867",1012746,1,3,2,1,7,1,1,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",49
"1868",1012747,1,2,2,2,2,1,1,2,2,1,2,98,1,98,1,98,"timeTracker2_R13PAD6A",251
"1869",1012757,2,4,1,3,7,1,1,1,3,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",202
"1870",1012758,1,1,2,1,5,2,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",47
"1871",1012761,1,1,2,1,7,2,1,1,3,2,98,3,98,3,98,4,"timeTracker2_R13PAD6B",483
"1872",1012763,2,2,2,3,7,1,2,1,3,1,3,98,4,98,5,98,"timeTracker2_R13PAD6A",326
"1873",1012766,1,2,2,5,3,1,1,2,3,2,98,1,98,1,98,3,"timeTracker2_R13PAD6B",53
"1874",1012768,2,3,2,1,7,1,1,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",281
"1875",1012775,1,4,1,3,4,2,2,2,3,1,1,98,2,98,4,98,"timeTracker2_R13PAD6A",0
"1876",1012778,1,3,2,2,1,1,1,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",69
"1877",1012779,1,4,1,2,2,2,2,1,3,1,3,98,5,98,3,98,"timeTracker2_R13PAD6A",45
"1878",1012780,2,1,2,3,3,2,1,2,2,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",75
"1879",1012783,2,4,2,4,2,2,2,1,3,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",150
"1880",1012784,2,5,2,3,6,1,1,1,1,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",154
"1881",1012795,2,2,2,1,7,1,2,2,1,1,5,98,5,98,3,98,"timeTracker2_R13PAD6A",127
"1882",1012804,2,3,2,5,7,1,1,1,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",60
"1883",1012808,1,5,2,4,6,1,1,1,3,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",69
"1884",1012811,1,2,2,1,4,1,2,1,2,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",74
"1885",1012816,1,4,2,5,3,2,1,1,2,1,4,98,5,98,4,98,"timeTracker2_R13PAD6A",435
"1886",1012817,2,2,2,3,3,1,1,2,1,2,98,2,98,4,98,2,"timeTracker2_R13PAD6B",118
"1887",1012819,1,2,2,1,6,1,2,2,2,1,5,98,5,98,4,98,"timeTracker2_R13PAD6A",83
"1888",1012830,2,2,2,2,4,2,2,2,3,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",70
"1889",1012836,2,3,1,3,2,2,2,1,2,1,2,98,4,98,1,98,"timeTracker2_R13PAD6A",106
"1890",1012838,2,5,2,4,2,2,1,2,2,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",87
"1891",1012841,1,4,2,1,2,2,1,1,3,1,5,98,4,98,4,98,"timeTracker2_R13PAD6A",139
"1892",1012862,2,4,2,4,2,2,1,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",145
"1893",1012869,2,4,2,4,5,2,2,1,3,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",131
"1894",1012874,2,5,2,3,7,1,1,2,2,1,1,98,4,98,2,98,"timeTracker2_R13PAD6A",0
"1895",1012878,2,5,2,1,4,1,1,1,3,1,3,98,2,98,2,98,"timeTracker2_R13PAD6A",63
"1896",1012880,1,3,2,2,5,2,1,2,3,2,98,3,98,4,98,2,"timeTracker2_R13PAD6B",166
"1897",1012882,1,4,2,4,6,2,1,2,1,1,3,98,4,98,4,98,"timeTracker2_R13PAD6A",84
"1898",1012884,1,2,2,2,1,1,1,1,3,2,98,4,98,4,98,3,"timeTracker2_R13PAD6B",230
"1899",1012888,2,3,2,4,2,1,2,2,3,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",105
"1900",1012891,1,2,2,3,5,2,1,2,3,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",81
"1901",1012892,2,3,2,3,3,1,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",141
"1902",1012909,1,4,2,4,4,2,1,1,1,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",145
"1903",1012916,1,4,2,3,2,2,1,1,2,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",133
"1904",1012918,1,4,97,4,1,1,1,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",86
"1905",1012920,1,5,2,5,4,2,2,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",83
"1906",1012928,2,3,2,5,5,2,2,1,3,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",132
"1907",1012935,1,2,2,5,5,2,2,1,2,1,5,98,5,98,5,98,"timeTracker2_R13PAD6A",95
"1908",1012944,1,4,2,2,2,2,1,2,2,1,4,98,4,98,4,98,"timeTracker2_R13PAD6A",58
"1909",1012950,1,2,1,3,6,2,2,1,3,2,98,1,98,4,98,2,"timeTracker2_R13PAD6B",97
"1910",1012957,1,5,2,2,6,1,2,2,2,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",44
"1911",1012963,1,2,2,3,2,2,2,2,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",93
"1912",1012972,1,3,2,1,2,1,2,2,1,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",279
"1913",1012973,2,4,2,4,2,2,1,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",151
"1914",1012978,1,3,2,4,2,2,1,2,3,2,98,2,98,4,98,2,"timeTracker2_R13PAD6B",165
"1915",1012982,2,3,1,3,6,1,1,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",56
"1916",1012985,1,4,2,4,7,2,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",167
"1917",1012990,1,4,2,3,3,2,1,2,3,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",57
"1918",1012992,1,4,1,4,7,1,1,2,2,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",56
"1919",1013002,2,4,2,4,6,1,1,1,1,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",82
"1920",1013003,1,1,2,3,2,1,1,1,2,2,98,1,98,1,98,2,"timeTracker2_R13PAD6B",253
"1921",1013010,97,4,1,4,4,2,1,2,2,2,98,1,98,3,98,3,"timeTracker2_R13PAD6B",57
"1922",1013015,2,4,1,4,5,2,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",165
"1923",1013016,1,3,2,3,6,1,2,1,3,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",78
"1924",1013020,1,3,2,1,1,1,1,1,3,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",273
"1925",1013026,1,3,2,4,6,2,2,2,1,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",83
"1926",1013044,1,4,2,2,4,1,1,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",74
"1927",1013045,2,2,2,3,6,1,2,1,3,1,3,98,2,98,3,98,"timeTracker2_R13PAD6A",39
"1928",1013047,2,4,2,2,5,2,2,2,3,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",136
"1929",1013050,2,4,2,4,6,2,1,2,1,2,98,4,98,3,98,3,"timeTracker2_R13PAD6B",139
"1930",1013053,2,3,2,2,5,2,1,2,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",107
"1931",1013055,2,1,1,3,3,1,2,1,3,1,2,98,4,98,97,98,"timeTracker2_R13PAD6A",78
"1932",1013056,2,3,2,2,3,2,2,2,3,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",113
"1933",1013057,1,2,2,2,2,2,2,1,3,2,98,3,98,3,98,4,"timeTracker2_R13PAD6B",168
"1934",1013071,2,4,1,2,1,1,1,1,2,2,98,3,98,3,98,2,"timeTracker2_R13PAD6B",72
"1935",1013080,1,3,2,3,1,1,1,1,1,2,98,1,98,1,98,2,"timeTracker2_R13PAD6B",93
"1936",1013086,2,3,1,3,3,2,1,2,2,2,98,3,98,2,98,1,"timeTracker2_R13PAD6B",0
"1937",1013088,2,3,2,2,2,1,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",135
"1938",1013090,1,3,2,2,5,2,2,1,2,1,3,98,3,98,2,98,"timeTracker2_R13PAD6A",109
"1939",1013097,2,3,1,2,4,1,1,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",132
"1940",1013101,2,3,2,2,2,2,2,2,3,1,4,98,4,98,3,98,"timeTracker2_R13PAD6A",85
"1941",1013104,1,2,2,4,4,2,1,1,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",190
"1942",1013105,1,3,2,5,5,1,2,1,2,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",149
"1943",1013106,1,4,2,4,6,2,1,2,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",86
