"","responseid","r13pad1","r13pad2","r13pad3","r13pad4","r13pad5_avsender","r13pad5_sak","r13pad5_utfall","r13pad5_vinner","r13pad5_vinnermargin","r13pad6_ran","r13pad6a","r13pad6b","r13pad7a","r13pad7b","r13pad8a","r13pad8b","Scale_time","time"
"1468",1010624,2,4,1,4,7,2,1,1,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",64
"1469",1010663,1,4,2,1,5,1,1,2,1,1,2,98,4,98,3,98,"timeTracker2_R13PAD6A",84
"1470",1010676,2,5,2,4,2,1,1,1,2,1,2,98,4,98,3,98,"timeTracker2_R13PAD6A",67
"1471",1010681,1,2,2,2,5,2,1,1,3,2,98,1,98,4,98,2,"timeTracker2_R13PAD6B",83
"1472",1010765,1,3,2,4,4,1,2,2,2,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",88
"1473",1010766,1,3,2,3,6,1,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",76
"1474",1010770,1,2,2,3,4,1,1,2,1,1,1,98,1,98,2,98,"timeTracker2_R13PAD6A",93
"1475",1010791,2,4,2,4,7,2,2,1,3,2,98,2,98,3,98,1,"timeTracker2_R13PAD6B",64
"1476",1010863,1,2,2,1,2,2,1,1,2,1,5,98,5,98,5,98,"timeTracker2_R13PAD6A",3493
"1477",1010869,2,2,1,2,3,1,1,1,2,1,3,98,4,98,3,98,"timeTracker2_R13PAD6A",93
"1478",1010882,1,4,2,3,5,2,1,2,1,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",174
"1479",1010890,1,5,2,4,7,2,1,2,1,1,2,98,3,98,1,98,"timeTracker2_R13PAD6A",45
"1480",1010902,2,4,1,2,2,1,2,2,3,1,2,98,1,98,1,98,"timeTracker2_R13PAD6A",82
"1481",1010923,2,1,1,3,4,1,1,1,3,1,2,98,4,98,3,98,"timeTracker2_R13PAD6A",56
"1482",1010924,1,3,2,1,1,2,2,1,2,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",51
"1483",1010926,2,3,2,3,4,2,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",78
"1484",1010932,2,3,2,5,7,2,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",78
"1485",1010938,1,3,2,2,3,2,2,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",75
"1486",1010946,1,4,1,2,7,1,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",140
"1487",1010950,1,4,2,2,4,2,2,2,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",54
"1488",1010956,2,4,2,3,7,2,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",258
"1489",1010957,1,2,2,2,1,1,1,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",162
"1490",1010962,2,3,1,4,4,1,1,2,2,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",132
"1491",1010963,1,4,2,4,3,1,1,2,1,2,98,3,98,3,98,2,"timeTracker2_R13PAD6B",59
"1492",1010964,1,2,1,3,7,1,1,2,2,1,97,98,97,98,97,98,"timeTracker2_R13PAD6A",122
"1493",1010965,1,4,1,3,3,1,1,1,3,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",65
"1494",1010966,2,4,1,1,1,2,2,1,1,2,98,3,98,5,98,5,"timeTracker2_R13PAD6B",70
"1495",1010967,1,5,2,1,1,2,1,1,2,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",22
"1496",1010981,2,4,2,4,4,1,1,2,2,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",81
"1497",1010989,1,3,2,4,2,2,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",123
"1498",1010996,1,2,2,3,7,2,2,2,3,2,98,3,98,1,98,1,"timeTracker2_R13PAD6B",97
"1499",1011001,1,1,2,1,3,1,1,1,2,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",83
"1500",1011002,1,3,2,2,2,2,1,1,2,2,98,3,98,3,98,4,"timeTracker2_R13PAD6B",134
"1501",1011003,2,5,2,5,4,1,1,2,2,2,98,1,98,1,98,3,"timeTracker2_R13PAD6B",297
"1502",1011004,2,5,1,5,7,1,1,1,2,1,1,98,1,98,2,98,"timeTracker2_R13PAD6A",89
"1503",1011007,2,3,2,3,1,1,2,1,3,2,98,1,98,5,98,1,"timeTracker2_R13PAD6B",75
"1504",1011008,1,4,2,3,1,2,1,2,2,2,98,4,98,4,98,3,"timeTracker2_R13PAD6B",235
"1505",1011011,1,2,2,3,3,1,1,1,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",56
"1506",1011015,1,5,2,5,7,2,2,2,1,1,3,98,2,98,2,98,"timeTracker2_R13PAD6A",51
"1507",1011025,1,2,2,3,5,1,1,1,1,1,3,98,2,98,1,98,"timeTracker2_R13PAD6A",85
"1508",1011038,1,5,1,5,6,2,1,2,1,2,98,1,98,5,98,1,"timeTracker2_R13PAD6B",50
"1509",1011053,2,4,2,3,4,1,2,1,2,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",125
"1510",1011055,1,4,2,2,4,1,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",83
"1511",1011058,2,3,2,4,5,1,2,2,3,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",50
"1512",1011060,2,2,2,1,1,1,1,2,2,1,5,98,5,98,5,98,"timeTracker2_R13PAD6A",293
"1513",1011062,2,4,2,2,6,1,2,1,3,2,98,3,98,2,98,1,"timeTracker2_R13PAD6B",235
"1514",1011069,1,4,2,4,6,2,1,2,3,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",118
"1515",1011074,2,3,2,3,3,2,1,1,2,1,4,98,3,98,2,98,"timeTracker2_R13PAD6A",109
"1516",1011077,2,4,2,3,6,2,1,2,1,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",98
"1517",1011080,1,2,2,1,3,1,2,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",58
"1518",1011083,2,4,2,4,7,2,1,2,2,1,4,98,3,98,3,98,"timeTracker2_R13PAD6A",90
"1519",1011089,2,5,2,5,4,1,1,1,1,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",111
"1520",1011096,2,2,1,3,1,1,2,2,2,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",0
"1521",1011097,1,4,1,4,7,2,1,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",37
"1522",1011104,1,4,2,3,3,2,2,1,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",842
"1523",1011106,1,3,2,4,6,2,1,2,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",99
"1524",1011113,1,3,2,3,5,1,1,2,1,1,2,98,2,98,3,98,"timeTracker2_R13PAD6A",63
"1525",1011129,1,2,2,1,4,1,1,2,3,1,2,98,97,98,97,98,"timeTracker2_R13PAD6A",72
"1526",1011133,1,5,2,2,2,2,2,2,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",43
"1527",1011134,2,4,2,5,7,1,2,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",72
"1528",1011135,2,4,2,2,2,1,2,2,2,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",111
"1529",1011140,1,4,1,2,6,2,2,1,1,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",81
"1530",1011141,2,2,2,4,4,1,2,1,2,1,2,98,3,98,3,98,"timeTracker2_R13PAD6A",52
"1531",1011145,1,2,2,1,6,2,2,2,1,1,2,98,5,98,5,98,"timeTracker2_R13PAD6A",168
"1532",1011146,2,4,2,2,1,2,2,2,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",194
"1533",1011148,1,2,2,2,7,2,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",100
"1534",1011152,2,4,1,3,3,2,1,2,1,1,1,98,2,98,1,98,"timeTracker2_R13PAD6A",102
"1535",1011155,2,4,2,2,4,2,2,2,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",84
"1536",1011157,2,3,2,2,2,2,1,2,1,1,5,98,5,98,5,98,"timeTracker2_R13PAD6A",29
"1537",1011159,1,5,1,2,7,1,1,1,1,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",46
"1538",1011162,1,3,2,3,5,2,1,2,3,2,98,1,98,5,98,5,"timeTracker2_R13PAD6B",104
"1539",1011163,1,3,1,1,7,1,1,2,2,2,98,1,98,1,98,2,"timeTracker2_R13PAD6B",42
"1540",1011164,2,4,2,3,5,2,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",146
"1541",1011167,1,3,2,2,3,1,2,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",78
"1542",1011170,1,1,2,1,3,1,2,2,3,2,98,2,98,5,98,2,"timeTracker2_R13PAD6B",58
"1543",1011178,1,4,2,4,4,1,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",123
"1544",1011179,1,4,1,4,7,1,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",72
"1545",1011187,1,3,2,1,5,2,1,2,3,2,98,3,98,3,98,2,"timeTracker2_R13PAD6B",43
"1546",1011191,2,2,2,2,1,1,1,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",129
"1547",1011196,1,5,2,5,6,2,1,2,2,2,98,1,98,5,98,3,"timeTracker2_R13PAD6B",95
"1548",1011197,1,5,2,4,4,2,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",73
"1549",1011207,1,4,2,2,7,2,2,2,1,1,3,98,3,98,4,98,"timeTracker2_R13PAD6A",83
"1550",1011214,2,4,2,1,2,1,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",81
"1551",1011215,1,5,2,1,7,1,1,1,1,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",95
"1552",1011220,1,2,1,2,4,1,1,2,1,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",112
"1553",1011233,1,2,2,1,1,1,1,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",126
"1554",1011238,2,1,2,5,5,1,1,2,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",182
"1555",1011240,1,3,1,2,5,1,2,2,2,1,4,98,3,98,3,98,"timeTracker2_R13PAD6A",58990
"1556",1011241,2,4,1,3,2,1,1,2,2,1,2,98,3,98,3,98,"timeTracker2_R13PAD6A",52
"1557",1011245,1,3,2,4,6,1,2,1,2,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",173
"1558",1011246,1,3,2,3,2,2,1,2,1,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",34
"1559",1011247,1,3,2,4,4,1,2,2,2,2,98,1,98,3,98,2,"timeTracker2_R13PAD6B",53
"1560",1011250,2,2,1,2,3,1,1,1,3,2,98,1,98,5,98,5,"timeTracker2_R13PAD6B",267
"1561",1011255,2,4,2,2,2,2,1,1,2,2,98,1,98,3,98,3,"timeTracker2_R13PAD6B",204
"1562",1011256,2,3,1,2,4,1,2,2,1,2,98,3,98,3,98,2,"timeTracker2_R13PAD6B",157
"1563",1011258,2,1,1,1,7,2,2,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",1016101
"1564",1011271,1,2,1,4,7,1,1,2,1,2,98,3,98,3,98,2,"timeTracker2_R13PAD6B",29
"1565",1011272,2,4,2,2,5,1,2,2,1,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",111
"1566",1011274,1,3,2,2,6,2,2,1,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",94
"1567",1011278,1,4,2,2,7,2,1,2,1,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",162
"1568",1011283,2,2,1,3,2,1,1,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",94
"1569",1011288,1,3,2,2,4,1,1,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",76
"1570",1011290,1,3,2,2,6,2,2,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",146
"1571",1011294,1,3,2,2,4,1,1,2,2,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",51
"1572",1011299,2,5,1,5,4,2,2,1,1,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",88
"1573",1011303,1,3,2,2,6,2,1,1,3,1,3,98,4,98,5,98,"timeTracker2_R13PAD6A",91
"1574",1011307,2,3,2,2,2,1,2,2,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",104
"1575",1011325,1,4,2,3,2,1,2,1,2,1,2,98,3,98,3,98,"timeTracker2_R13PAD6A",75
"1576",1011326,1,3,2,1,1,1,1,1,3,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",41
"1577",1011328,1,3,2,1,2,2,1,1,3,1,2,98,3,98,4,98,"timeTracker2_R13PAD6A",87
"1578",1011330,1,4,2,3,1,1,1,2,3,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",174
"1579",1011337,2,4,2,2,4,2,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",127
"1580",1011338,1,4,2,2,3,1,1,2,3,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",141
"1581",1011350,1,3,2,4,1,1,2,1,2,1,4,98,4,98,3,98,"timeTracker2_R13PAD6A",751
"1582",1011365,1,2,2,3,1,2,1,2,3,1,4,98,5,98,3,98,"timeTracker2_R13PAD6A",121
"1583",1011371,2,2,1,2,6,1,1,1,1,2,98,3,98,3,98,2,"timeTracker2_R13PAD6B",59
"1584",1011372,1,3,2,3,3,1,1,1,2,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",163
"1585",1011375,1,5,2,2,5,2,1,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",121
"1586",1011376,2,4,2,4,6,2,1,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",58
"1587",1011380,2,4,1,4,4,1,2,1,1,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",51
"1588",1011383,1,1,2,1,7,1,1,2,3,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",73
"1589",1011390,1,3,1,3,7,2,1,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",109
"1590",1011392,1,3,2,2,1,1,1,1,2,1,4,98,4,98,4,98,"timeTracker2_R13PAD6A",102
"1591",1011395,1,2,2,2,6,1,1,1,2,2,98,97,98,97,98,97,"timeTracker2_R13PAD6B",31
"1592",1011401,1,2,2,3,4,2,2,2,2,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",66
"1593",1011406,1,2,1,2,5,2,1,1,2,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",87
"1594",1011407,2,4,1,2,1,1,1,2,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",78
"1595",1011411,1,3,1,4,3,1,1,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",42
"1596",1011412,2,4,1,3,2,1,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",194
"1597",1011417,1,4,2,4,4,1,2,1,1,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",76
"1598",1011424,2,2,2,2,3,1,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",174
"1599",1011429,97,1,2,5,7,1,1,1,3,1,2,98,2,98,4,98,"timeTracker2_R13PAD6A",143
"1600",1011431,2,2,2,2,4,1,1,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",69
"1601",1011432,1,2,2,1,7,1,1,2,1,1,1,98,1,98,2,98,"timeTracker2_R13PAD6A",51
"1602",1011435,1,2,1,2,5,2,1,2,3,1,97,98,3,98,3,98,"timeTracker2_R13PAD6A",81
"1603",1011440,1,4,2,4,5,2,1,2,2,2,98,3,98,4,98,3,"timeTracker2_R13PAD6B",120
"1604",1011444,1,3,2,2,2,1,1,2,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",35
"1605",1011445,1,3,2,5,5,1,2,2,2,1,2,98,3,98,3,98,"timeTracker2_R13PAD6A",149
"1606",1011453,1,3,2,5,2,2,2,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",102
"1607",1011457,1,3,2,1,5,2,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",109
"1608",1011458,2,3,2,1,2,1,2,2,1,2,98,3,98,2,98,2,"timeTracker2_R13PAD6B",76
"1609",1011460,1,3,2,4,3,2,1,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",98
"1610",1011467,2,1,2,2,1,1,1,1,1,2,98,3,98,5,98,4,"timeTracker2_R13PAD6B",147
"1611",1011472,1,3,2,3,5,2,1,2,2,2,98,2,98,2,98,3,"timeTracker2_R13PAD6B",55
"1612",1011475,2,2,2,2,3,2,1,1,2,2,98,1,98,5,98,1,"timeTracker2_R13PAD6B",104
"1613",1011483,1,3,2,1,4,1,1,2,3,2,98,2,98,1,98,2,"timeTracker2_R13PAD6B",87
"1614",1011486,2,2,2,1,6,2,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",89
"1615",1011492,1,4,1,3,1,2,2,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",76
"1616",1011493,2,4,1,1,5,2,1,1,2,1,4,98,4,98,4,98,"timeTracker2_R13PAD6A",51
"1617",1011496,1,4,2,3,5,1,1,2,2,1,2,98,3,98,3,98,"timeTracker2_R13PAD6A",64
"1618",1011498,1,5,2,1,3,1,1,2,3,2,98,4,98,4,98,3,"timeTracker2_R13PAD6B",204
"1619",1011503,1,3,1,3,4,1,1,2,3,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",130
"1620",1011506,2,5,2,2,3,2,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",132
"1621",1011519,2,3,2,1,6,1,1,1,1,1,2,98,4,98,3,98,"timeTracker2_R13PAD6A",166
"1622",1011539,2,2,1,2,7,2,2,2,2,1,3,98,3,98,2,98,"timeTracker2_R13PAD6A",97
"1623",1011542,2,4,1,2,7,2,1,1,2,2,98,3,98,3,98,2,"timeTracker2_R13PAD6B",100
"1624",1011552,1,5,2,2,5,1,1,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",213
"1625",1011555,1,2,2,1,2,2,1,2,3,1,2,98,2,98,3,98,"timeTracker2_R13PAD6A",87
"1626",1011556,1,1,2,1,3,1,1,1,1,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",67
"1627",1011558,1,5,2,3,1,1,1,2,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",139
"1628",1011562,1,4,2,4,4,1,2,2,2,2,98,1,98,3,98,2,"timeTracker2_R13PAD6B",1035908
"1629",1011564,1,4,1,4,1,2,2,2,2,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",115
"1630",1011568,2,4,1,4,4,2,2,1,2,2,98,1,98,1,98,2,"timeTracker2_R13PAD6B",122
"1631",1011575,2,3,2,4,5,1,1,1,3,2,98,1,98,3,98,4,"timeTracker2_R13PAD6B",66
"1632",1011580,1,3,2,2,2,1,1,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",79
"1633",1011585,1,2,2,1,3,2,1,1,3,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",178
"1634",1011592,2,3,2,4,5,2,1,2,2,1,1,98,2,98,1,98,"timeTracker2_R13PAD6A",82
"1635",1011596,1,3,2,2,7,1,1,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",165
"1636",1011600,2,1,1,4,1,1,1,1,1,1,3,98,5,98,5,98,"timeTracker2_R13PAD6A",38
"1637",1011601,1,2,1,5,6,2,1,1,2,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",48
"1638",1011603,2,3,2,1,5,2,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",84
"1639",1011607,2,3,1,3,7,2,2,2,1,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",65
"1640",1011613,2,4,1,3,4,1,2,2,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",108
"1641",1011616,1,2,2,1,4,2,1,2,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",62
"1642",1011619,2,3,2,3,4,1,2,1,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",112
"1643",1011622,1,1,2,1,2,2,1,1,3,1,5,98,5,98,5,98,"timeTracker2_R13PAD6A",631
"1644",1011626,2,1,2,1,5,1,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",159
"1645",1011636,1,3,2,4,2,2,1,2,2,2,98,1,98,2,98,2,"timeTracker2_R13PAD6B",151
"1646",1011648,1,4,2,1,2,2,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",63
"1647",1011649,2,2,2,1,2,1,2,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",33
"1648",1011656,2,3,2,4,5,1,1,2,2,2,98,3,98,4,98,4,"timeTracker2_R13PAD6B",97
"1649",1011659,2,2,2,4,6,2,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",124
"1650",1011663,2,3,1,3,5,1,2,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",76
"1651",1011664,1,4,2,3,7,1,2,2,3,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",97
"1652",1011670,1,2,2,1,3,1,2,1,1,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",56
"1653",1011680,2,3,1,5,4,2,2,1,2,2,98,1,98,3,98,2,"timeTracker2_R13PAD6B",162
"1654",1011698,2,4,2,4,4,2,1,1,2,1,2,98,1,98,2,98,"timeTracker2_R13PAD6A",57
"1655",1011699,1,3,2,2,5,2,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",86
"1656",1011701,1,3,2,2,7,1,2,1,3,1,97,98,2,98,2,98,"timeTracker2_R13PAD6A",140
"1657",1011704,1,3,2,2,5,1,1,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",93
"1658",1011722,2,3,2,2,1,2,1,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",16
"1659",1011725,1,4,2,3,3,1,2,2,1,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",117
"1660",1011728,1,2,2,2,3,1,2,2,3,1,2,98,5,98,2,98,"timeTracker2_R13PAD6A",97
"1661",1011742,1,3,2,2,7,2,1,2,1,2,98,5,98,4,98,3,"timeTracker2_R13PAD6B",127
"1662",1011746,1,3,2,4,5,1,1,1,1,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",88
"1663",1011747,1,4,1,5,7,1,2,1,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",88
"1664",1011757,2,3,1,2,2,1,2,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",63
"1665",1011761,2,3,1,5,6,1,2,1,1,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",95
"1666",1011774,2,4,2,4,3,2,1,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",183
"1667",1011775,1,3,2,3,6,2,2,2,3,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",79
"1668",1011778,1,1,2,1,1,2,1,2,2,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",34
"1669",1011783,1,3,2,4,4,1,2,2,2,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",100
"1670",1011784,1,4,2,5,1,1,2,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",90
"1671",1011786,1,4,2,3,3,2,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",34
"1672",1011787,2,5,2,5,1,2,1,2,1,1,97,98,5,98,3,98,"timeTracker2_R13PAD6A",93
"1673",1011796,2,3,1,2,4,1,1,2,1,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",86
"1674",1011797,1,2,2,2,2,2,2,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",115
"1675",1011808,2,2,2,1,6,1,1,2,3,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",30
"1676",1011827,1,3,2,2,7,2,1,2,1,2,98,2,98,1,98,2,"timeTracker2_R13PAD6B",100
"1677",1011832,1,4,2,3,3,1,2,2,3,1,3,98,2,98,2,98,"timeTracker2_R13PAD6A",42
"1678",1011835,1,2,2,1,5,2,1,1,1,2,98,2,98,5,98,3,"timeTracker2_R13PAD6B",112
"1679",1011837,1,3,2,1,2,2,1,1,2,1,5,98,5,98,5,98,"timeTracker2_R13PAD6A",58
"1680",1011849,2,5,2,4,1,2,2,2,3,1,2,98,3,98,3,98,"timeTracker2_R13PAD6A",98
"1681",1011852,2,4,2,4,4,1,1,1,3,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",82
"1682",1011858,1,3,2,2,2,1,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",73
"1683",1011875,1,3,2,3,2,2,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",61
"1684",1011876,1,4,2,1,7,1,1,2,1,2,98,2,98,2,98,3,"timeTracker2_R13PAD6B",79
"1685",1011877,1,5,2,1,5,1,2,2,1,1,2,98,3,98,3,98,"timeTracker2_R13PAD6A",78
"1686",1011886,1,1,2,3,3,1,1,2,1,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",78
"1687",1011906,1,3,2,2,4,2,2,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",93
"1688",1011918,2,3,2,3,1,2,2,2,3,2,98,3,98,2,98,2,"timeTracker2_R13PAD6B",94
"1689",1011920,2,2,1,2,7,2,1,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",70
"1690",1011924,1,2,2,5,4,2,1,1,2,1,3,98,2,98,2,98,"timeTracker2_R13PAD6A",108
"1691",1011928,1,4,2,2,1,2,1,2,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",140
"1692",1011930,1,3,1,5,1,2,2,1,1,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",78
"1693",1011931,2,2,1,3,3,1,1,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",123
"1694",1011932,1,4,2,3,5,1,1,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",74
"1695",1011934,1,1,1,3,5,1,1,1,1,1,2,98,1,98,1,98,"timeTracker2_R13PAD6A",133
"1696",1011938,2,5,2,3,2,1,2,2,3,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",135
"1697",1011942,2,4,1,3,6,1,2,2,3,1,3,98,3,98,2,98,"timeTracker2_R13PAD6A",64
"1698",1011948,2,4,2,5,1,2,1,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",110
"1699",1011950,2,4,1,3,2,1,1,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",56
"1700",1011959,2,3,1,2,6,2,2,2,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",77
"1701",1011970,2,3,2,3,5,2,1,2,2,2,98,1,98,1,98,97,"timeTracker2_R13PAD6B",167
"1702",1011971,1,3,1,2,3,1,2,2,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",56
"1703",1011973,1,4,1,3,4,2,1,2,1,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",53
"1704",1011975,2,3,1,3,6,1,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",189
"1705",1011978,1,4,1,4,4,2,1,2,1,2,98,1,98,1,98,2,"timeTracker2_R13PAD6B",44
